Date,Temp,Sal,Depth,Nitrate,Nitrite,Ammonium,DIN,Phosphate,Silicate,Phytopl,Diatoms,Flag,Phytopl_C,Diatom_C,Flag_C,Analyst
1984-01-02T08:25,5.8,32.049,0.9,40.97,0.94,4.42,46.33,1.22,10.3,726575,1425,725150,20.05,0.43,19.62,Klaus Treutner
1984-01-03T08:50,5.8,32.086,0.9,30.34,0.87,4.25,35.46,1.48,13.1,1304680,4575,1300100,36.33,1.5,34.83,Klaus Treutner
1984-01-04T10:05,5.8,32.366,0.5,31.95,0.67,4,36.62,1.09,8,1604750,4750,1600000,38.9,1.9,37,Klaus Treutner
1984-01-05T10:10,5.2,31.775,0.4,39.84,0.45,4.72,45.01,1.4,2.6,1328080,3075,1325000,31.3,1.05,30.25,Klaus Treutner
1984-01-06T10:15,5.2,31.524,0.8,35.27,0.51,5.02,40.8,1.39,3,1128850,3700,1125150,30.82,2.06,28.77,Klaus Treutner
1984-01-09T10:20,4.5,31.028,0.9,32.81,0.62,4.72,38.15,1.33,3.5,1630180,5175,1625000,40.72,1.97,38.75,Klaus Treutner
1984-01-10T09:50,4.4,30.964,1,33.67,0.64,4,38.31,1.34,3.3,1326500,1500,1325000,30.98,0.73,30.25,Klaus Treutner
1984-01-11T10:05,4.8,31.348,1.1,37.31,0.49,4.89,42.69,1.35,4.6,1102630,2425,1100200,27.85,0.73,27.12,Klaus Treutner
1984-01-12T08:45,5.2,31.771,1.2,42.63,0.31,6.49,49.43,1.37,9.3,751725,1650,750075,21.92,0.62,21.3,Klaus Treutner
1984-01-16T10:00,4.5,31.417,0.7,47.75,0.29,4.81,52.85,0.96,3.6,879500,4500,875000,18.85,1.35,17.5,Klaus Treutner
1984-01-18T09:50,4.5,31.587,0.4,44.64,0.33,4.39,49.36,1.21,4.5,503925,3925,500000,17.57,1.32,16.25,Klaus Treutner
1984-01-19T10:00,4.2,31.463,0.8,43.11,0.37,4.69,48.17,1.18,10.6,577500,2500,575000,16.28,1.03,15.25,Klaus Treutner
1984-01-20T10:15,4.2,31.636,0.6,41.99,0.28,4.17,46.44,0.99,12.8,980075,5075,975000,26.75,2.25,24.5,Klaus Treutner
1984-01-24T10:05,3.9,32.266,1,35.52,0.59,5.05,41.16,1.12,9.5,579525,4450,575075,17,1.74,15.26,Klaus Treutner
1984-01-25T09:55,4.7,33.456,0.7,32.38,0.45,3.21,36.04,0.76,7,1130730,5650,1125080,30.86,2.1,28.76,Klaus Treutner
1984-01-26T10:20,4.6,33.654,1,28.82,0.49,3.36,32.67,0.76,6.6,505425,5225,500200,11.77,1.75,10.02,Klaus Treutner
1984-01-27T10:05,4.4,33.698,1.5,28.1,0.54,3.21,31.85,0.84,10,577150,1950,575200,15.92,0.65,15.27,Klaus Treutner
1984-01-30T10:25,4.8,34.1,2.2,23.29,0.54,2.75,26.58,0.6,2.8,628300,3000,625300,13.43,0.9,12.53,Klaus Treutner
1984-01-31T09:45,4.6,34.031,2,15.14,0.54,2.35,18.03,0.88,9.3,701225,1150,700075,18.1,0.35,17.76,Klaus Treutner
1984-02-01T09:35,4.6,34.029,1.3,27.97,0.42,2.47,30.86,0.86,5.1,705425,5175,700250,19.64,1.86,17.78,Klaus Treutner
1984-02-02T10:15,4.5,34.077,2,24.18,0.49,2.41,27.08,0.65,5.7,1101080,875,1100200,27.31,0.29,27.02,Klaus Treutner
1984-02-03T09:50,4.6,34.106,1.9,25.49,0.41,2.38,28.28,0.56,6.1,976350,1150,975200,24.93,0.35,24.58,Klaus Treutner
1984-02-06T10:15,4.6,34.093,0.9,25.55,0.25,2.48,28.28,0.84,11,1507350,6850,1500500,32.51,2.46,30.05,Klaus Treutner
1984-02-07T09:45,4.4,34.046,0.9,28.54,0.21,2.65,31.4,0.59,7.4,1253700,3500,1250200,26.07,1.05,25.02,Klaus Treutner
1984-02-08T09:40,4.4,34.073,0.5,15.33,0.18,4.13,19.64,0.62,9.6,1006100,6100,1000000,22,2,20,Klaus Treutner
1984-02-09T09:00,4,33.363,0.4,18.04,0.43,4.4,22.87,0.75,7.4,752550,2550,750000,15.83,0.83,15,Klaus Treutner
1984-02-10T09:40,3.8,31.86,1,22.04,0.68,6.07,28.79,0.72,7.1,979100,4000,975100,25.71,1.2,24.51,Klaus Treutner
1984-02-13T09:15,3.7,32.565,2,43.75,0.95,6.88,51.58,0.84,7.5,951750,1500,950250,23.3,0.45,22.85,Klaus Treutner
1984-02-14T09:00,3.9,33.27,2.1,31.11,0.67,4.03,35.81,0.79,6.9,376300,1000,375300,7.89,0.3,7.59,Klaus Treutner
1984-02-15T09:35,3.9,33.527,2,28.24,0.6,3.83,32.67,0.72,7.2,501200,1000,500200,10.32,0.3,10.02,Klaus Treutner
1984-02-16T08:50,3.8,33.504,2,29.78,0.62,3.09,33.49,0.71,6.9,627000,2000,625000,13.1,0.6,12.5,Klaus Treutner
1984-02-17T08:35,3.4,33.503,2,25.17,0.5,3.43,29.1,0.71,7.4,451650,1500,450150,13.22,0.45,12.77,Klaus Treutner
1984-02-20T08:35,2.6,33.533,1.5,34.24,0.61,3.56,38.41,0.79,6.3,1325830,625,1325200,30.59,0.32,30.27,Klaus Treutner
1984-02-21T08:40,2.9,33.752,1.1,23.27,0.54,3.3,27.11,0.6,8.4,700825,750,700075,17.98,0.23,17.76,Klaus Treutner
1984-02-22T09:30,3.2,33.947,2.1,23.89,0.47,3.48,27.84,0.58,5.2,827825,2825,825000,21.38,1.13,20.25,Klaus Treutner
1984-02-23T08:30,3.2,34.205,2.1,21.45,0.4,2.5,24.35,0.7,6.8,1378100,2900,1375200,28.87,1.35,27.52,Klaus Treutner
1984-02-24T09:30,2.8,34.147,2.2,22.7,0.35,2.44,25.49,0.63,8.5,878300,3100,875200,18.82,1.3,17.52,Klaus Treutner
1984-02-27T09:25,3,33.114,2,26.52,0.66,4.98,32.16,0.84,11.3,1076600,1500,1075100,25.71,0.45,25.26,Klaus Treutner
1984-02-28T09:00,2.8,33.875,2.1,22.96,0.4,2.86,26.22,0.76,8.8,1201000,1000,1200000,28.05,0.3,27.75,Klaus Treutner
1984-02-29T08:55,2.8,33.78,2.8,29.88,0.47,3.12,33.47,0.65,3.1,1351430,1350,1350080,32.41,0.41,32.01,Klaus Treutner
1984-03-01T09:05,3.2,33.819,1.9,25.06,0.45,2.56,28.07,0.66,7.9,1650980,825,1650150,41.04,0.53,40.52,Klaus Treutner
1984-03-02T09:20,2.8,33.592,2,31.05,0.39,3.75,35.19,0.7,8.9,1101300,1150,1100150,27.01,0.01,27,Klaus Treutner
1984-03-05T09:20,3,34.233,2.6,30.32,0.39,3.92,34.63,0.66,5.3,828150,3075,825075,21.46,1.2,20.26,Klaus Treutner
1984-03-06T08:35,3,34.099,3,28.71,0.39,3.65,32.75,0.56,5,875100,0,875100,23.76,0,23.76,Klaus Treutner
1984-03-07T08:45,3.2,34.164,2.6,28.39,0.37,3.43,32.19,0.53,4.7,1250530,425,1250100,25.42,0.41,25.01,Klaus Treutner
1984-03-08T08:55,3.2,33.579,1.7,25.68,0.47,3.57,29.72,0.71,6.7,1002000,2000,1000000,20.6,0.6,20,Klaus Treutner
1984-03-09T09:25,3.2,32.968,1.5,24.22,0.47,4.98,29.67,0.78,11.7,1375700,625,1375080,34.22,0.47,33.76,Klaus Treutner
1984-03-12T09:05,3.2,33.824,3,26.37,0.43,2.85,29.65,0.67,7.1,1201430,1350,1200080,34.41,0.41,34.01,Klaus Treutner
1984-03-13T08:30,3.4,33.912,3,30.57,0.45,2.5,33.52,0.56,7.4,775250,150,775100,23.19,0.15,23.04,Klaus Treutner
1984-03-14T08:00,3,33.901,3.5,25.48,0.45,2.65,28.58,0.61,7,1051250,1150,1050100,30.11,0.35,29.76,Klaus Treutner
1984-03-15T08:30,3.2,33.713,4.5,23.85,0.65,3.17,27.67,0.54,6.3,1425100,0,1425100,43.54,0,43.54,Klaus Treutner
1984-03-16T08:30,3,33.522,3.5,26.96,0.71,2.75,30.42,0.78,7.9,1226530,1450,1225080,42.76,0.75,42.01,Klaus Treutner
1984-03-19T09:35,3,33.575,3.5,29.77,0.68,2.87,33.32,0.84,7.9,1107180,7175,1100000,35.57,2.32,33.25,Klaus Treutner
1984-03-20T08:15,2.8,33.65,3.2,27.54,0.52,2.89,30.95,0.53,7.1,1406080,6075,1400000,43.51,1.76,41.75,Klaus Treutner
1984-03-21T08:40,2.8,33.696,3.2,27.61,0.65,2.38,30.64,0.79,7.3,502225,2025,500200,11.71,1.69,10.02,Klaus Treutner
1984-03-22T07:20,2.6,33.842,3.2,18.08,0.53,3.97,22.58,0.74,6.8,728625,3325,725300,21.59,2.02,19.58,Klaus Treutner
1984-03-23T07:50,2.9,33.59,3,33.77,0.65,4.07,38.49,1.54,8,1551450,1300,1550150,41.45,1.63,39.83,Klaus Treutner
1984-03-26T09:40,3.3,33.762,5.5,29.75,0.72,2.02,32.49,0.77,4.2,1227080,1925,1225150,58.81,16.75,42.06,Klaus Treutner
1984-03-27T08:30,3.5,33.765,7,27.01,0.66,1.87,29.54,0.77,4.6,1380380,5125,1375250,49.75,3.4,46.35,Klaus Treutner
1984-03-28T08:35,3.6,33.693,5.6,22.39,0.71,2.32,25.42,0.76,5,1553630,3325,1550300,66.43,14.05,52.38,Klaus Treutner
1984-03-29T09:55,3.7,33.63,7,27.1,0.57,1.58,29.25,0.46,4.3,1501930,1725,1500200,57.54,14.8,42.74,Klaus Treutner
1984-03-30T09:30,3.6,33.668,6.5,22.81,0.52,2,25.33,0.51,4.1,1707380,7225,1700150,54.51,4.08,50.43,Klaus Treutner
1984-04-02T09:45,3.5,33.51,5.3,23.78,0.71,3.22,27.71,0.8,7.3,1357780,7675,1350100,55.94,17.65,38.29,Klaus Treutner
1984-04-03T08:50,3.4,33.182,4.1,22.59,0.69,2.9,26.18,0.75,5.8,1656980,6800,1650180,97.28,50.14,47.14,Klaus Treutner
1984-04-04T08:45,3.4,32.525,3.7,24.82,0.63,2.91,28.36,0.71,7.6,1516750,16750,1500000,34.07,4.07,30,Klaus Treutner
1984-04-05T08:55,3.5,32.821,4.9,24.26,0.77,4.68,29.71,0.66,7.5,1106300,6000,1100300,113.26,85.98,27.28,Klaus Treutner
1984-04-06T09:20,3.8,32.493,4,32.14,0.93,4.23,37.3,0.9,4.3,1252300,2300,1250000,66.1,34.85,31.25,Klaus Treutner
1984-04-09T09:10,4.1,33.176,5.8,28.25,0.64,2.6,31.49,0.57,5.7,1452030,1725,1450300,66.12,33.25,32.87,Klaus Treutner
1984-04-10T08:10,4.1,32.585,5.8,39.13,0.89,3.7,43.72,0.76,5.1,457625,7525,450100,52.84,40.05,12.79,Klaus Treutner
1984-04-11T08:25,4.2,32.94,7.8,28.83,0.71,2.68,32.22,0.56,4.1,1751900,1900,1750000,64.5,17,47.5,Klaus Treutner
1984-04-12T08:30,4.3,33.415,8.2,27,0.63,1.99,29.62,0.45,4.9,1251880,1725,1250150,54.61,23.3,31.31,Klaus Treutner
1984-04-13T09:20,4.2,33.417,7.8,27.01,0.54,2.08,29.63,0.37,5.1,1402600,2300,1400300,79.87,44.25,35.62,Klaus Treutner
1984-04-16T09:45,4.6,33.437,6.8,20.49,0.64,4.73,25.86,0.49,5.8,1251280,1025,1250250,115.6,84.25,31.35,Klaus Treutner
1984-04-17T08:40,4.6,33.445,7,20.73,0.47,2.93,24.13,0.27,5.7,1504880,4475,1500400,126.46,83.8,42.66,Klaus Treutner
1984-04-18T09:00,4.9,33.133,7.5,22.82,0.56,4.03,27.41,0.24,6.9,1086280,11200,1075080,98.55,73.15,25.4,Klaus Treutner
1984-04-19T09:00,5.2,33.093,6.8,27.14,0.68,2.56,30.38,0.46,7,1207830,7750,1200080,120.6,80.28,40.33,Klaus Treutner
1984-04-24T08:35,7.4,30.069,3.3,50.24,1.54,5.66,57.44,0.09,11.8,1723230,460575,1262650,448.88,390.7,58.18,Klaus Treutner
1984-04-25T08:50,7.8,28.86,3.1,30.96,1.66,5.27,37.89,0.12,7.6,1939200,276400,1662800,271.18,214,57.18,Klaus Treutner
1984-04-26T09:00,7.1,30.734,4.2,28.35,1.7,3.56,33.61,0.17,7.5,1751200,213350,1537850,251.43,197.35,54.08,Klaus Treutner
1984-04-27T09:25,8,30.044,4.9,26.51,1.74,2.75,31,0.23,5.1,1345030,326025,1019000,330.65,276.15,54.5,Klaus Treutner
1984-04-30T09:20,7.1,31.637,5.5,25.14,0.93,1.67,27.74,0.14,6,1941450,140750,1800700,164.85,100.55,64.3,Klaus Treutner
1984-05-02T08:50,6.6,32.353,4.6,25.9,0.48,2.59,28.97,0.05,2.1,948200,105400,842800,127.33,98.1,29.23,Klaus Treutner
1984-05-03T09:10,6.6,32.864,5.5,25.76,0.45,2.66,28.87,0.08,2.5,961050,22875,938175,67.23,22.28,44.95,Klaus Treutner
1984-05-04T08:45,6.8,32.616,4.9,24.92,0.46,2.59,27.97,0.11,2.1,1194230,17575,1176650,52.85,8.75,44.1,Klaus Treutner
1984-05-07T08:35,7.6,31.461,3.4,13.87,0.97,1.49,16.33,0.4,2.8,1436050,84400,1351650,110.75,61.55,49.2,Klaus Treutner
1984-05-08T08:30,6.6,31.932,5,13.94,0.9,1.68,16.52,0.27,2.7,1229380,53425,1175950,73.18,31.95,41.23,Klaus Treutner
1984-05-09T08:25,6.8,32.187,4.5,12.17,0.92,2.13,15.22,0.36,2,1267680,54225,1213450,60.59,23.58,37.02,Klaus Treutner
1984-05-10T08:30,7.2,32.16,6,12.66,0.88,1.49,15.03,0.19,2.8,1540130,38650,1501480,60.11,13.88,46.24,Klaus Treutner
1984-05-11T09:45,7.2,31.995,7,13.16,0.91,2,16.07,0.3,3.2,1402650,63500,1339150,60.45,12.65,47.8,Klaus Treutner
1984-05-14T10:00,9,31.248,4.5,10.92,0.84,1.81,13.57,0.35,3.2,2231950,200550,2031400,95.4,46.85,48.55,Klaus Treutner
1984-05-15T09:15,8.6,31.677,3.5,9.54,0.75,1.55,11.84,0.28,3,4066500,125200,3941300,90.6,27.6,63,Klaus Treutner
1984-05-16T10:45,9.1,31.609,5,9.39,0.75,3.04,13.18,0.55,3.1,3419200,150300,3268900,87.53,33.9,53.63,Klaus Treutner
1984-05-17T08:50,9,31.797,4.5,8.11,0.56,2.26,10.93,0.23,3,927170,37500,889670,27.56,7.5,20.06,Klaus Treutner
1984-05-18T09:05,8.3,32.332,4.2,9.1,0.63,3.56,13.29,0.59,3.8,1701300,25000,1676300,33.95,5,28.95,Klaus Treutner
