Date,Temp,Sal,Depth,Nitrate,Nitrite,Ammonium,DIN,Phosphate,Silicate,Phytopl,Diatoms,Flag,Phytopl_C,Diatom_C,Flag_C,Analyst
1968-01-02T09:00,5.4,32.857,,,,,,,,,,,,,,
1968-01-03T09:30,5.2,,,13.21,0.14,15,28.35,0.83,14.8,126980,9880,117100,5.29,2.53,2.76,Rita Colbourn; N.N
1968-01-05T10:40,5,32.945,,16.64,0.13,14.4,31.17,0.84,14.9,149505,2460,147045,7.22,3.72,3.51,Rita Colbourn; N.N
1968-01-08T10:10,3.9,33.275,1.2,11.36,0.18,9.9,21.44,0.7,9.7,80182,8002,72180,3.75,1.86,1.88,Rita Colbourn; N.N
1968-01-09T09:00,2.6,29.27,,,,,,,,,,,,,,
1968-01-10T10:25,3.2,30.804,,22.86,0.28,14.6,37.74,0.98,18,134680,1380,133300,6.45,3.78,2.67,Rita Colbourn; N.N
1968-01-12T09:40,1.8,30.203,0.9,21.21,0.27,15.9,37.38,1.05,19.7,82110,2110,80000,3.15,1.22,1.93,Rita Colbourn; N.N
1968-01-15T09:40,2.1,31.732,1.4,21.5,0.16,12.4,34.06,0.83,19.4,40309,1732,38577,1.56,0.55,1.02,Rita Colbourn; N.N
1968-01-16T09:00,3.1,31.442,,,,,,,,,,,,,,
1968-01-17T10:00,2.8,30.856,,22.71,0.24,11,33.95,1.12,30.8,73300,0,73300,1.6,0,1.6,Rita Colbourn; N.N
1968-01-18T09:00,3.6,32.243,,,,,,,,,,,,,,
1968-01-19T10:20,3.6,32.24,,18.36,0.17,14.3,32.83,1.09,18.4,57970,2920,55050,3.72,1.65,2.07,Rita Colbourn; N.N
1968-01-22T09:20,3.5,32.097,1.6,19.21,0.21,14,33.42,0.82,21.1,91336,9992,81344,3.37,1.41,1.95,Rita Colbourn; N.N
1968-01-23T09:00,3.5,32.226,,,,,,,,,,,,,,
1968-01-24T09:50,3.4,32.205,,19.71,0.18,15.3,35.19,0.79,17.5,73010,4910,68100,6.5,4.11,2.38,Rita Colbourn; N.N
1968-01-25T09:00,3.3,31.787,,,,,,,,,,,,,,
1968-01-29T10:00,3.2,31.535,,23.07,0.2,13.1,36.37,0.95,23.5,86546,3664,82882,3.79,1.7,2.1,Rita Colbourn; N.N
1968-01-30T09:00,3.2,31.308,,,,,,,,,,,,,,
1968-01-31T09:45,3.3,31.334,,26.07,0.21,14.9,41.18,0.9,31.9,162025,7335,154690,8.78,4.61,4.17,Rita Colbourn; N.N
1968-02-01T09:00,3.1,30.554,,,,,,,,,,,,,,
1968-02-02T10:05,3.2,31.234,1,4.5,0.25,12.4,17.15,0.81,10.8,71240,4540,66700,5.46,4.13,1.33,Rita Colbourn; N.N
1968-02-05T08:55,2.9,30.903,1,13.86,0.46,11,25.32,0.91,11,55191,1594,53597,2.25,0.54,1.72,Rita Colbourn; N.N
1968-02-06T09:00,3.2,31.878,,,,,,,,,,,,,,
1968-02-07T09:30,3.2,32.041,1.5,18,0.33,11.1,29.43,0.67,14.7,102665,2665,100000,3.19,1.19,2,Rita Colbourn; N.N
1968-02-08T09:00,3.2,32.172,,,,,,,,,,,,,,
