Date,Temp,Sal,Depth,Nitrate,Nitrite,Ammonium,DIN,Phosphate,Silicate,Phytopl,Diatoms,Flag,Phytopl_C,Diatom_C,Flag_C,Analyst
1981-01-02T09:45,4.6,29.283,0.8,17.87,0.96,6.8,25.63,1.83,6.9,1001570,1575,1000000,27.13,0.88,26.25,Klaus Treutner
1981-01-05T09:30,4.6,31.315,0.5,26.65,1.26,5.29,33.2,1.28,9.5,2053400,3400,2050000,57.36,1.36,56,Klaus Treutner
1981-01-06T09:25,4.4,30.992,0.9,25.79,1.36,5.93,33.08,1.39,9.6,1027900,2900,1025000,28.87,0.87,28,Klaus Treutner
1981-01-07T09:50,4.2,31.065,0.3,26.1,1.32,5.62,33.04,1.54,9.3,1953650,3650,1950000,51.43,2.43,49,Klaus Treutner
1981-01-08T10:15,4.1,30.895,0.8,29.94,1.61,4.56,36.11,1.22,9.9,953425,3425,950000,30.9,1.9,29,Klaus Treutner
1981-01-09T08:20,4.2,30.975,1,27.35,1.69,4.46,33.5,1.39,9.2,877600,2600,875000,24.79,1.04,23.75,Klaus Treutner
1981-01-12T08:45,4.4,31.81,0.9,23.3,1.63,4.16,29.09,1.31,7.1,1204250,4250,1200000,37.04,3.04,34,Klaus Treutner
1981-01-13T09:55,4.2,31.831,0.8,18.84,1.29,4.2,24.33,1.09,6.5,877900,2900,875000,25.13,1.38,23.75,Klaus Treutner
1981-01-14T07:50,3.9,31.444,,17.83,0.98,3.94,22.75,1.15,7.5,1652550,2550,1650000,41.52,1.02,40.5,Klaus Treutner
1981-01-15T09:45,4.1,32.001,0.5,20.95,0.86,5.23,27.04,1.05,6.6,1951450,1450,1950000,49.69,0.69,49,Klaus Treutner
1981-01-16T09:40,3.9,31.56,0.4,25.39,0.84,4.92,31.15,1.43,8.1,1502150,2150,1500000,44.21,1.71,42.5,Klaus Treutner
1981-01-19T15:00,2.9,29.81,1.1,32.52,1.52,7.14,41.18,1.65,12.8,926550,1550,925000,27.9,0.65,27.25,Klaus Treutner
1981-01-20T09:50,3,30.599,1,35.33,1.26,5.36,41.95,1.43,10.5,751375,1375,750000,22.03,0.78,21.25,Klaus Treutner
1981-01-21T08:15,2.5,29.761,1.2,46,1.34,5.93,53.27,1.59,12.8,750475,475,750000,21.67,0.42,21.25,Klaus Treutner
1981-01-22T10:05,3.4,31.213,1.2,35.35,1.33,3.81,40.49,1.06,8.8,1052280,2200,1050080,30.49,0.66,29.83,Klaus Treutner
1981-01-23T11:00,3.6,31.929,1.6,29.03,1.36,3.24,33.63,1.26,6.5,951020,900,950120,29.57,0.53,29.05,Klaus Treutner
1981-01-26T09:50,2.9,30.351,1.3,37.75,1.17,6.99,45.91,1.56,11.5,1001830,1750,1000080,26.81,0.53,26.28,Klaus Treutner
1981-01-27T09:05,3.3,31.327,1.7,31.14,1.17,5.43,37.74,1.33,8.4,900880,800,900080,25.94,0.41,25.53,Klaus Treutner
1981-01-28T08:15,3.9,32.56,1.8,27.59,1.11,2.85,31.55,0.98,4.7,1027580,2475,1025100,28.78,0.74,28.04,Klaus Treutner
1981-01-29T08:55,3.8,32.285,2.2,27.35,1.27,3.53,32.15,1.23,5.6,1050150,0,1050150,29.81,0,29.81,Klaus Treutner
1981-01-30T09:35,3.8,32.182,2.1,38.07,1.24,2.87,42.18,1.24,5.4,751500,1225,750275,21.9,0.5,21.41,Klaus Treutner
1981-02-02T09:40,3.6,31.579,2,36.63,1.12,3.59,41.34,1.24,8.4,775475,225,775250,23.3,0.2,23.1,Klaus Treutner
1981-02-04T08:05,3.6,31.933,1,23.86,1.15,3.27,28.28,1.17,6.9,728325,3325,725000,20.99,1.49,19.5,Klaus Treutner
1981-02-05T09:40,3.6,31.865,0.8,27.2,0.97,4.66,32.83,1.35,7.2,925375,275,925100,27.5,0.21,27.29,Klaus Treutner
1981-02-06T09:30,3.4,30.829,1.2,41.7,0.99,5.56,48.25,1.55,10.3,777350,2275,775075,23.84,0.81,23.03,Klaus Treutner
1981-02-09T09:00,3.9,31.476,0.8,28.76,0.75,3.95,33.46,1.24,7.4,626200,1200,625000,19.45,0.7,18.75,Klaus Treutner
1981-02-10T09:05,3.8,31.223,1,33.46,1.01,4.63,39.1,1.2,8.7,601000,900,600100,17.57,0.53,17.04,Klaus Treutner
1981-02-11T08:10,3.4,31.891,0.7,30.34,0.85,3.38,34.57,1.35,6.6,1005670,5475,1000200,35.38,2.8,32.58,Klaus Treutner
1981-02-12T08:45,3.4,30.571,0.9,36.79,0.96,4.39,42.14,1.62,9.9,1051880,1875,1050000,30.17,0.42,29.75,Klaus Treutner
1981-02-13T08:45,2.8,28.454,1.1,36.71,1.52,7.83,46.06,1.77,15.2,800000,0,800000,24.75,0,24.75,Klaus Treutner
1981-02-16T08:00,3.5,27.709,1,36.48,1.48,6.28,44.24,1.71,13,1076630,1475,1075150,32.39,0.83,31.56,Klaus Treutner
1981-02-17T07:40,3.3,29.084,1.5,36.53,1.42,5.93,43.88,1.66,13,901400,1200,900200,25.77,0.25,25.52,Klaus Treutner
