Date,Temp,Sal,Depth,Nitrate,Nitrite,Ammonium,DIN,Phosphate,Silicate,Phytopl,Diatoms,Flag,Phytopl_C,Diatom_C,Flag_C,Analyst
1986-01-02T08:10,4.7,33.053,2,20.97,1.03,5.6,27.6,1.16,2.3,1251040,1040,1250000,31.3,0.05,31.25,Klaus Treutner
1986-01-03T08:20,4.6,33.06,3,22.68,1.01,6.21,29.9,1.17,2.4,1104040,3800,1100240,27.96,0.94,27.02,Klaus Treutner
1986-01-06T08:05,4.6,33.096,1.8,26.73,0.98,6.25,33.96,1.22,2,1227400,2200,1225200,36.03,0.26,35.77,Klaus Treutner
1986-01-07T08:00,3.9,32.484,1.5,36.78,0.98,6.21,43.97,1.17,2.8,929320,4000,925320,28.23,0.95,27.28,Klaus Treutner
1986-01-08T08:10,3.2,31.579,3,40.02,0.97,6.74,47.73,1.14,3.6,1028600,3120,1025480,28.73,0.69,28.05,Klaus Treutner
1986-01-09T08:15,3.6,32.639,2.6,17.6,0.84,4.13,22.57,1.57,2.5,802040,1680,800360,25.12,0.33,24.79,Klaus Treutner
1986-01-10T09:05,3.7,32.915,3,15.96,0.85,4.77,21.58,1.01,2.3,729640,4440,725200,26.94,1.17,25.77,Klaus Treutner
1986-01-13T08:40,4.7,33.705,1.5,16.36,0.72,4.12,21.2,0.87,1.8,1258160,8000,1250160,27.42,2.4,25.02,Klaus Treutner
1986-01-15T08:05,4.2,33.427,0.8,19.61,0.38,5.49,25.48,0.89,1.9,1077000,2000,1075000,25.85,0.6,25.25,Klaus Treutner
1986-01-16T08:30,3.9,32.904,1.2,15.9,0.71,5.66,22.27,1.06,2.8,1230080,4880,1225200,30.76,1.24,29.52,Klaus Treutner
1986-01-17T09:00,3.5,32.533,1.2,24.26,0.66,3.85,28.77,1.04,2.3,1379200,4200,1375000,35.01,1.26,33.75,Klaus Treutner
1986-01-20T09:20,4.1,33.051,1,22.65,0.66,5.21,28.52,1.14,3.1,1055000,5000,1050000,31.25,1.5,29.75,Klaus Treutner
1986-01-21T09:15,3.9,32.333,1,20.16,0.66,6.14,26.96,1.07,2.8,1178680,3680,1175000,33.28,1.03,32.25,Klaus Treutner
1986-01-22T08:10,3.4,32.537,1.3,18.56,0.63,5.96,25.15,1.12,2.3,1228400,3400,1225000,30.52,1.02,29.5,Klaus Treutner
1986-01-23T09:55,4.2,32.987,1.7,24.68,0.66,5.22,30.56,1.07,2.9,1429760,4560,1425200,38.55,1.28,37.27,Klaus Treutner
1986-01-27T08:00,3.2,32.075,1.5,23.33,1.1,5.86,30.29,1.24,2.8,1302640,2400,1300240,35.49,0.72,34.77,Klaus Treutner
1986-01-28T07:30,3.2,32.137,1,29.06,1.24,6.27,36.57,1.23,2.4,1278920,3720,1275200,34.06,1.04,33.02,Klaus Treutner
1986-01-29T07:55,3.2,32.622,2,23,0.99,5.86,29.85,1.19,2.3,730480,5320,725160,20.88,1.37,19.52,Klaus Treutner
1986-01-30T13:30,3.2,32.616,1.5,25.03,0.89,2.84,28.76,1.02,2.5,1532800,7160,1525640,40.07,2.01,38.06,Klaus Treutner
1986-02-03T07:15,2,32.388,0.9,21.49,0.86,3.02,25.37,1.07,2.4,1032280,7280,1025000,30.06,2.06,28,Klaus Treutner
1986-02-04T07:30,2.6,32.725,1.1,23.12,0.86,4.41,28.39,1.08,2.3,1354480,4480,1350000,33.22,1.22,32,Klaus Treutner
1986-02-05T07:50,2.4,32.301,1.8,25.23,0.81,4.73,30.77,1.09,2.7,904480,4360,900120,26.73,1.22,25.51,Klaus Treutner
1986-02-06T07:40,2.4,32.96,1.7,21.05,0.56,3.44,25.05,0.87,1.9,1029720,4600,1025120,29.39,1.38,28.01,Klaus Treutner
1986-02-07T07:10,2.5,33.002,1.8,14.33,0.7,7.66,22.69,0.93,2,1133280,8000,1125280,30.98,2.2,28.78,Klaus Treutner
1986-02-10T11:05,1.8,32.312,2.2,15.94,0.83,8.69,25.46,1.02,2.7,1531560,5960,1525600,39.61,1.55,38.06,Klaus Treutner
1986-02-11T10:20,1.9,31.962,2.1,18.24,0.77,8.36,27.37,1.07,3,1378960,3400,1375560,34.95,1.14,33.81,Klaus Treutner
1986-02-12T08:20,1.5,32.241,2,20.37,0.83,9.61,30.81,1.08,2.8,1353480,3000,1350480,39.2,0.9,38.3,Klaus Treutner
1986-02-13T08:10,1.3,31.766,1.4,19.04,0.89,9.97,29.9,1.1,3.2,1004440,3800,1000640,27.45,1.14,26.31,Klaus Treutner
1986-02-14T09:30,0.8,31.734,2.5,21.06,0.89,9.36,31.31,1.02,3.2,1230120,4840,1225280,30.8,1.27,29.53,Klaus Treutner
1986-02-17T09:30,1.6,33.325,2.1,11.33,0.63,4.22,16.18,0.9,1.8,903360,2800,900560,26.42,0.86,25.56,Klaus Treutner
1986-02-18T08:35,1.5,32.704,2.1,16.14,0.71,6.19,23.04,1.05,2.4,1076840,1840,1075000,25.87,0.62,25.25,Klaus Treutner
1986-02-19T09:45,1,30.991,1.5,24.41,0.79,11.62,36.82,1.29,3.9,1378080,2600,1375480,34.23,0.43,33.8,Klaus Treutner
1986-02-20T08:35,0.5,31.163,1.3,27.77,0.76,9.97,38.5,1.07,3.7,1302600,1480,1301120,35.27,0.41,34.86,Klaus Treutner
1986-02-21T08:45,0.4,31.293,2.5,25.13,0.86,9.38,35.37,1.46,3.6,1202200,2040,1200160,28.07,0.3,27.77,Klaus Treutner
1986-02-24T08:40,0.8,33.07,2.1,23.05,0.66,5.37,29.08,0.92,2.1,1100880,800,1100080,27.23,0.22,27.01,Klaus Treutner
1986-02-25T08:50,0.2,32.054,3,31.69,0.78,6.39,38.86,1.05,2.9,978600,3200,975400,25.78,1.24,24.54,Klaus Treutner
1986-02-26T07:40,0.4,32.464,3,27.64,0.72,6.97,35.33,0.84,2.5,1129040,3440,1125600,30.53,1.72,28.81,Klaus Treutner
1986-02-27T07:55,0.7,32.812,3.3,22.73,0.7,5.07,28.5,0.95,2.3,1205720,4960,1200760,29.13,1.3,27.83,Klaus Treutner
1986-02-28T08:15,0.6,32.429,3,30.68,0.8,5.41,36.89,1.02,2.5,1080640,5440,1075200,27.14,1.87,25.27,Klaus Treutner
1986-03-03T08:10,-0.5,31.606,2.5,29.52,0.78,6.1,36.4,1.07,2.6,1156600,6320,1150280,32.38,1.86,30.53,Klaus Treutner
1986-03-04T06:10,0.2,32.313,2,28.69,0.8,6.21,35.7,0.99,2,802440,2320,800120,26,1.24,24.76,Klaus Treutner
1986-03-05T08:15,0.6,32.197,1.1,28.46,0.77,6.26,35.49,0.92,2.9,959000,8760,950240,26.15,3.38,22.77,Klaus Treutner
1986-03-06T08:15,0.8,32.549,1.8,26.65,0.8,4.48,31.93,1.02,2.4,1234040,8920,1225120,33.42,3.91,29.51,Klaus Treutner
1986-03-07T08:05,0.8,32.596,2,38.09,0.73,4.59,43.41,0.86,2.4,637760,12040,625720,24.51,5.68,18.82,Klaus Treutner
1986-03-10T09:25,0.9,32.646,3.8,30.16,0.74,5.2,36.1,0.97,2.4,543160,17320,525840,26.02,7.88,18.13,Klaus Treutner
1986-03-11T07:30,1.2,32.869,4,32.19,0.72,5.66,38.57,0.86,2.3,484700,9260,475440,17.84,3.3,14.54,Klaus Treutner
1986-03-12T08:05,1.1,32.845,2.5,30.6,0.72,5.08,36.4,0.93,2.1,765780,15300,750480,25.49,4.2,21.3,Klaus Treutner
1986-03-13T07:50,1.2,32.78,4,28.03,0.74,4.26,33.03,0.82,2.3,618240,18000,600240,22.34,5.31,17.02,Klaus Treutner
1986-03-14T08:05,1.4,32.908,3.2,24.91,0.71,5.75,31.37,0.78,2.2,960660,9820,950840,32.02,2.9,29.12,Klaus Treutner
1986-03-17T08:25,1.1,31.943,3,46.17,0.84,8.06,55.07,1.07,3.1,986680,11200,975480,28.09,3.54,24.55,Klaus Treutner
1986-03-18T08:20,1.6,32.646,4,34.57,0.8,6.66,42.03,0.98,2.5,811220,10500,800720,27.99,3.17,24.82,Klaus Treutner
1986-03-19T08:10,1.3,31.629,2.7,47.69,0.84,9.65,58.18,1.27,3.3,1378960,3000,1375960,35.1,1.25,33.85,Klaus Treutner
1986-03-20T07:50,1.5,31.506,3,50.76,0.86,11.68,63.3,1.24,3.6,1107800,7040,1100760,28.28,1.21,27.08,Klaus Treutner
1986-03-21T07:45,1.4,31.455,2.2,46.96,0.84,9.68,57.48,1.05,3.7,1034040,7800,1026240,29.55,1.43,28.12,Klaus Treutner
1986-03-24T08:20,2,33.207,1.6,36.19,0.63,5.35,42.17,1.01,2,1335760,10440,1325320,38.22,1.69,36.53,Klaus Treutner
1986-03-25T13:35,2.3,33.502,0.3,20.3,0.49,4.37,25.16,0.94,1.7,1635600,10600,1625000,36.12,3.62,32.5,Klaus Treutner
1986-03-26T08:15,2,33.3,1.5,22.5,0.59,4.47,27.56,0.97,1.9,1483920,8800,1475120,43.38,2.58,40.8,Klaus Treutner
1986-03-27T06:10,1.9,33.16,1.5,22.58,0.65,5.42,28.65,1.18,2,885320,9640,875680,25.24,1.43,23.82,Klaus Treutner
1986-04-01T07:25,2.3,33.292,2.5,24.22,0.75,5.84,30.81,1.07,1.7,1289560,14360,1275200,34.08,1.06,33.02,Klaus Treutner
1986-04-02T07:00,2.3,33.214,2,27.17,0.78,5.45,33.4,0.94,1.8,1444880,19520,1425360,39.58,2.29,37.29,Klaus Treutner
1986-04-03T07:15,2.5,32.751,2.1,30.97,0.79,5.04,36.8,0.85,1.9,666600,16400,650200,21.75,1.23,20.52,Klaus Treutner
1986-04-04T07:40,2.6,32.709,2.2,26.46,0.77,6.1,33.33,0.87,2,519120,18800,500320,18.15,1.87,16.28,Klaus Treutner
1986-04-08T06:10,2.6,32.628,1.6,29.3,0.76,6.52,36.58,0.77,1.6,1192200,139700,1052500,51.44,21.44,30,Klaus Treutner
1986-04-09T07:20,2.7,32.909,2.1,24.82,0.7,3.77,29.29,0.67,1.6,893200,189700,703500,38.22,20.12,18.1,Klaus Treutner
1986-04-10T06:05,2.8,32.061,1.9,32.01,0.84,8.67,41.52,0.92,2.3,1315800,258300,1057500,53,22.5,30.5,Klaus Treutner
1986-04-11T07:40,2.7,31.569,2.1,36.65,0.98,10.96,48.59,0.85,2.7,1491820,261820,1230000,53.57,17.32,36.25,Klaus Treutner
1986-04-14T06:25,3,31.92,3,34.09,0.97,7.67,42.73,0.84,2.2,616580,166500,450080,24.23,11.45,12.78,Klaus Treutner
1986-04-15T06:15,3.5,31.124,3.2,38.94,1.23,10.9,51.07,0.93,3,1384420,374300,1010120,62.12,34.33,27.79,Klaus Treutner
1986-04-16T06:45,3.6,31.298,3.2,40.68,1.27,9.22,51.17,0.92,10.5,1137280,679300,457980,73.42,58.91,14.51,Klaus Treutner
1986-04-17T06:15,3.5,32.498,4.8,26.69,0.92,3.01,30.62,0.76,2.6,1061880,476400,585480,78.46,60.05,18.41,Klaus Treutner
1986-04-18T06:30,3.7,31.9,3.8,34,1.03,5.21,40.24,0.58,1.7,1690160,682500,1007660,98.75,77.28,21.47,Klaus Treutner
1986-04-21T06:25,4.1,31.593,2.5,35.96,1.04,3.88,40.88,0.69,1.4,1645000,1070000,575000,140.75,119.25,21.5,Klaus Treutner
1986-04-22T06:25,4,32.259,2.6,28.04,0.96,3.12,32.12,0.52,1.6,2195660,1320500,875160,182.17,151.45,30.72,Klaus Treutner
1986-04-23T07:00,4,32.979,3,14.71,0.8,1.11,16.62,0.38,2.1,1754660,1079500,675160,190.27,167.3,22.97,Klaus Treutner
1986-04-24T06:05,3.9,33.17,3.5,16.35,0.73,1.4,18.48,0.3,2.2,1112620,662500,450120,128.67,115.38,13.29,Klaus Treutner
1986-04-25T06:20,3.9,33.192,3.9,16.41,0.71,1.48,18.6,0.26,2.2,1142620,517500,625120,114.92,95.63,19.29,Klaus Treutner
1986-04-28T06:20,4.3,32.834,5.5,22.58,0.8,1.45,24.83,0.31,2.1,767420,242100,525320,63.12,44.48,18.64,Klaus Treutner
1986-04-29T06:00,4.4,32.886,6,19.06,0.81,2.08,21.95,0.35,2.3,520200,95000,425200,32.58,14.63,17.95,Klaus Treutner
1986-04-30T06:25,4.6,32.485,6,26.27,0.84,2.47,29.58,0.34,2,717860,192500,525360,47.49,29.13,18.36,Klaus Treutner
1986-05-02T07:00,5.8,31.24,4,24.56,1.23,2.66,28.45,0.32,1.9,1225000,462500,762500,43.63,21.13,22.5,Klaus Treutner
1986-05-05T06:25,5.6,32.695,6,27.59,1.2,1.97,30.76,0.26,1.5,1036680,131800,904880,62.71,27.2,35.51,Klaus Treutner
1986-05-06T05:50,5.4,32.676,5.7,27.36,1.17,1.72,30.25,0.25,0.9,833200,104400,728800,34.57,5.12,29.45,Klaus Treutner
1986-05-07T07:20,6.1,32.548,5.9,29.53,0.72,1.39,31.64,0.27,1,959520,127500,832020,45.82,6.38,39.44,Klaus Treutner
1986-05-09T06:10,5.6,32.895,6.2,27.76,0.69,1.67,30.12,0.27,0.9,1055440,51600,1003840,38.66,2.58,36.08,Klaus Treutner
1986-05-12T07:00,5.8,33.096,3.2,22.59,0.59,1.4,24.58,0.16,0.9,843460,0,843460,32.67,0,32.67,Klaus Treutner
1986-05-13T06:45,6.1,33.097,4.5,20.75,0.62,1.18,22.55,0.3,1,1280980,0,1280980,70.51,0,70.51,Klaus Treutner
1986-05-14T07:00,6,33.015,4.5,20.49,0.61,1.37,22.47,0.31,1.5,1077740,0,1077740,73.58,0,73.58,Klaus Treutner
1986-05-15T06:05,6.2,33.051,4.5,17.23,0.57,1.96,19.76,0.26,1.3,1600720,0,1600720,114.49,0,114.49,Klaus Treutner
1986-05-16T06:10,6.3,32.841,2.2,20.96,0.57,1.39,22.92,0.83,0.9,1543940,0,1543940,96.23,0,96.23,Klaus Treutner
1986-05-20T06:15,7.4,32.842,5.5,22.45,0.63,2.11,25.19,0.33,0.9,1445880,0,1445880,69.26,0,69.26,Klaus Treutner
1986-05-21T06:25,8.3,32.784,6.5,18.01,0.58,1.75,20.34,0.28,0.9,1472160,42000,1430160,72.87,6.3,66.57,Klaus Treutner
1986-05-22T07:30,8.5,32.832,5,16.12,0.51,1.84,18.47,0.24,0.8,1220800,0,1220800,69.16,0,69.16,Klaus Treutner
1986-05-23T06:30,8.3,32.784,7,15.96,0.52,2.51,18.99,0.21,0.5,1542660,0,1542660,56.6,0,56.6,Klaus Treutner
1986-05-26T05:55,8.2,32.661,7,20.51,0.59,2.75,23.85,0.23,0.6,637940,0,637940,24.24,0,24.24,Klaus Treutner
1986-05-27T06:10,8.7,32.603,6.5,17.99,0.52,2.63,21.14,0.26,0.9,1406520,3400,1403120,38.85,0.65,38.2,Klaus Treutner
1986-05-28T06:00,8.4,32.704,7.5,16.59,0.47,2.85,19.91,0.31,0.8,1108680,8480,1100200,28.72,1.44,27.28,Klaus Treutner
1986-05-29T06:00,9.4,32.086,4.5,16.24,0.49,3.32,20.05,0.33,1,1459720,4600,1455120,39.23,3.48,35.75,Klaus Treutner
