Date,Temp,Sal,Depth,Nitrate,Nitrite,Ammonium,DIN,Phosphate,Silicate,Phytopl,Diatoms,Flag,Phytopl_C,Diatom_C,Flag_C,Analyst
1969-01-02T09:00,5.3,32.552,,,,,,,,,,,,,,
1969-01-03T08:25,5.2,32.427,2,3.57,1.12,13.6,18.29,0.76,8.4,190320,2720,187600,9.42,2.3,7.12,Erik Hagmeier; Klaus Treutner
1969-01-06T08:40,4.8,32.652,2.5,6.07,1.11,5.9,13.08,0.84,11.6,151280,1680,149600,6.38,0.5,5.87,Erik Hagmeier; Klaus Treutner
1969-01-07T09:00,,,,,,,,,,1520,1520,0,0.94,0.94,0,Erik Hagmeier; Klaus Treutner
1969-01-08T08:40,4.3,32.753,2.5,6.21,1.28,8.1,15.59,0.9,,231720,1040,230680,9.45,0.76,8.69,Erik Hagmeier; Klaus Treutner
1969-01-09T09:00,4.3,32.846,,,,,,,,,,,,,,
1969-01-10T08:40,4.5,32.878,3,7.14,1.09,7.5,15.73,0.9,10.6,100360,2680,97680,4.09,0.8,3.28,Erik Hagmeier; Klaus Treutner
1969-01-13T09:00,4.5,32.899,4,7.29,1.09,7.9,16.28,0.85,9.3,112920,3240,109680,5.52,1.73,3.79,Erik Hagmeier; Klaus Treutner
1969-01-14T09:00,4.8,32.992,,,,,,,,,,,,,,
1969-01-15T08:50,4.5,33.029,4.5,4.71,1.15,8.3,14.16,0.82,11.5,202840,480,202360,6.21,0.28,5.93,Erik Hagmeier; Klaus Treutner
1969-01-16T09:00,4.6,33,,,,,,,,,,,,,,
1969-01-17T08:30,4.6,33.058,4,5.43,1,6.6,13.03,0.78,8.5,142640,1040,141600,4.72,0.18,4.54,Erik Hagmeier; Klaus Treutner
1969-01-20T08:45,4.6,33.059,4,4.86,1.14,8.2,14.2,0.83,6.3,199320,1840,197480,7.93,0.54,7.39,Erik Hagmeier; Klaus Treutner
1969-01-21T09:00,4.6,33.045,,,,,,,,,,,,,,
1969-01-22T08:45,4.7,32.996,4,6.5,1.11,5.1,12.71,0.84,9.1,164720,1160,163560,5.5,0.54,4.96,Erik Hagmeier; Klaus Treutner
1969-01-23T09:00,4.7,33.048,,,,,,,,,,,,,,
1969-01-24T08:20,4.7,33.011,3.5,6.07,1.06,7.2,14.33,0.79,10,171600,1440,170160,5.58,0.3,5.28,Erik Hagmeier; Klaus Treutner
1969-01-27T08:25,4.7,32.998,5,5.86,1,6.8,13.66,0.8,6.9,133920,1760,132160,3.95,0.38,3.57,Erik Hagmeier; Klaus Treutner
1969-01-28T09:00,4.7,32.941,,,,,,,,,,,,,,
1969-01-30T09:00,4.7,32.949,,,,,,,,,,,,,,
1969-01-31T09:00,4.6,32.914,1.8,4.5,0.83,7.1,12.43,0.87,6.6,216080,1840,214240,7.74,0.96,6.78,Erik Hagmeier; Klaus Treutner
1969-02-03T08:40,4.2,32.714,1,5.07,0.78,6.7,12.55,0.99,7.2,153240,4120,149120,5.56,1.17,4.39,Erik Hagmeier; Klaus Treutner
1969-02-05T08:25,4,32.479,2,7,0.79,4.3,12.09,0.87,8,333840,1560,332280,10.51,0.94,9.56,Erik Hagmeier; Klaus Treutner
1969-02-06T09:00,4,32.471,,,,,,,,,,,,,,
1969-02-07T08:30,4,32.608,2,5,0.77,6.8,12.57,0.87,5.1,213040,1800,211240,7.01,0.7,6.31,Erik Hagmeier; Klaus Treutner
1969-02-10T08:50,3.5,32.467,1.5,9.36,0.72,6.6,16.68,0.93,14.8,190040,920,189120,6.87,0.33,6.54,Erik Hagmeier; Klaus Treutner
1969-02-11T09:00,3,31.36,,,,,,,,,,,,,,
1969-02-12T09:00,2.4,31.759,1.8,9.93,0.86,8.1,18.89,0.99,10,341520,160,341360,11.3,0.05,11.25,Erik Hagmeier; Klaus Treutner
1969-02-13T09:00,2.6,32.308,,,,,,,,,,,,,,
1969-02-14T08:30,2.7,32.246,3,8.86,0.76,8.8,18.42,0.91,9.6,194040,1560,192480,6.46,0.64,5.82,Erik Hagmeier; Klaus Treutner
1969-02-17T08:45,1.9,30.952,1.8,16.14,0.91,5.7,22.75,0.99,19.3,230480,5080,225400,9.59,1.94,7.65,Erik Hagmeier; Klaus Treutner
1969-02-18T09:00,1.9,31.757,,,,,,,,,,,,,,
1969-02-19T08:45,1.7,31.508,2.2,15.43,0.93,6.7,23.06,0.93,16.8,182920,1840,181080,9.79,3.41,6.38,Erik Hagmeier; Klaus Treutner
1969-02-21T08:35,2.2,31.63,2,13.93,1,7.3,22.23,0.98,16.8,158800,1560,157240,5.84,0.6,5.23,Erik Hagmeier; Klaus Treutner
1969-02-24T09:00,2.7,32.397,2,9.79,0.79,7.5,18.08,0.92,12.8,223480,2480,221000,8.02,0.65,7.37,Erik Hagmeier; Klaus Treutner
1969-02-25T09:00,2.7,32.524,,,,,,,,,,,,,,
1969-02-26T08:55,2.2,32.032,2.5,8.43,0.89,8.8,18.12,0.93,14.4,160120,1040,159080,8.63,3.49,5.14,Erik Hagmeier; Klaus Treutner
1969-02-27T09:00,1.8,31.122,,,,,,,,,,,,,,
1969-02-28T08:20,2.5,32.337,3,12.14,0.85,8.3,21.29,0.93,18.7,156120,2000,154120,5.21,0.43,4.78,Erik Hagmeier; Klaus Treutner
1969-03-04T09:00,2.4,33.202,,,,,,,,,,,,,,
1969-03-05T08:25,2.5,33.292,4,3.64,0.72,7.3,11.66,0.68,8.1,104040,840,103200,3.69,0.25,3.43,Erik Hagmeier; Klaus Treutner
1969-03-07T15:30,,,,,,,,,,121640,2320,119320,4.56,0.82,3.74,Erik Hagmeier; Klaus Treutner
1969-03-10T08:25,2.7,32.923,1.7,4.5,0.69,8.4,13.59,0.79,8.2,211080,2520,208560,7.39,0.76,6.63,Erik Hagmeier; Klaus Treutner
1969-03-12T08:30,2.3,31.809,1.7,6.15,0.9,8,15.05,0.83,13.9,324080,1360,322720,10.74,0.86,9.88,Erik Hagmeier; Klaus Treutner
1969-03-14T09:00,,,,,,,,,,286600,8280,278320,12.97,3.57,9.4,Erik Hagmeier; Klaus Treutner
1969-03-20T10:10,1.9,33.471,1.5,6.21,0.26,7.4,13.87,0.75,10.1,200520,5080,195440,7.54,2.58,4.96,Erik Hagmeier; Klaus Treutner
1969-03-21T09:00,1.8,33.386,1.8,9.14,0.32,7.5,16.96,0.78,9.2,259160,9160,250000,12.35,2.71,9.65,Erik Hagmeier; Klaus Treutner
1969-03-24T08:40,1.8,32.546,2.2,4.64,0.47,9,14.11,0.83,10.6,228320,3120,225200,8.95,1.6,7.35,Erik Hagmeier; Klaus Treutner
1969-03-25T09:00,1.7,32.076,,,,,,,,,,,,,,
1969-03-26T08:40,1.6,31.636,2.2,10.36,0.66,3.6,14.62,0.8,22.8,262240,2800,259440,8.48,0.79,7.68,Erik Hagmeier; Klaus Treutner
1969-03-27T09:00,1.6,31.911,,,,,,,,,,,,,,
1969-03-28T08:50,1.7,30.993,2.5,11.93,0.61,4.5,17.04,1.01,24.3,154320,1800,152520,6.11,1.06,5.05,Erik Hagmeier; Klaus Treutner
1969-03-31T08:30,2.2,32.715,2,10.07,0.44,6.5,17.01,0.9,19,233800,400,233400,23.2,14.85,8.35,Erik Hagmeier; Klaus Treutner
1969-04-01T09:00,2.2,32.853,,,,,,,,,,,,,,
1969-04-02T08:30,2.3,32.987,3,14.57,0.45,7.1,22.12,0.85,16.4,135920,2760,133160,5.23,1.15,4.08,Erik Hagmeier; Klaus Treutner
1969-04-03T09:00,2.3,33.05,,,,,,,,,,,,,,
1969-04-08T09:00,3.2,30.635,,,,,,,,,,,,,,
1969-04-09T08:15,3.3,30.516,2.5,7.94,0.85,3.6,12.39,1.09,17.5,220880,1720,219160,7.62,1.02,6.6,Erik Hagmeier; Klaus Treutner
1969-04-10T08:30,3.5,30.269,,,,,,,,51200,840,50360,1.8,0.7,1.1,Erik Hagmeier; Klaus Treutner
1969-04-11T08:45,3.5,30.69,2.8,12.14,0.87,2.9,15.91,1.07,26.8,153040,4040,149000,6.37,1.74,4.63,Erik Hagmeier; Klaus Treutner
1969-04-14T08:45,3.1,32.383,3.1,10.43,0.47,5.4,16.3,1.11,11.3,355840,3680,352160,30.05,19.36,10.7,Erik Hagmeier; Klaus Treutner
1969-04-15T08:35,3.3,32.065,,,,,,,,103960,3680,100280,10.6,3.55,7.05,Erik Hagmeier; Klaus Treutner
1969-04-16T08:40,3.4,31.973,2.7,10,0.62,3.8,14.42,1.34,15.4,210600,5160,205440,23.71,16.95,6.76,Erik Hagmeier; Klaus Treutner
1969-04-17T08:30,3.5,32.027,,,,,,,,6720,6600,120,6.57,6.56,0,Erik Hagmeier; Klaus Treutner
1969-04-18T08:45,4.2,29.684,1.7,4.29,1.19,,,1.08,12.8,229080,4960,224120,53.54,45.66,7.88,Erik Hagmeier; Klaus Treutner
1969-04-21T08:40,5.3,28.47,2.5,12,1.79,3.2,16.99,1.05,20,130300,103300,27000,126.85,125.35,1.5,Erik Hagmeier; Klaus Treutner
1969-04-22T08:00,5.1,29.741,,,,,,,,3760,3320,440,4.43,4.3,0.13,Erik Hagmeier; Klaus Treutner
1969-04-23T08:35,3.9,31.818,3.8,20.71,0.91,3.4,25.02,0.86,17.5,5400,5000,400,16.35,16.23,0.12,Erik Hagmeier; Klaus Treutner
1969-04-24T08:30,5.1,28.01,,,,,,,,9880,9320,560,72.44,72.27,0.17,Erik Hagmeier; Klaus Treutner
1969-04-25T08:40,5.3,29.547,3,10.14,1.43,5.3,16.87,0.8,14.4,105640,5120,100520,18.39,16.26,2.14,Erik Hagmeier; Klaus Treutner
1969-04-28T08:30,6.1,28.897,4.5,23.71,1.6,4,29.31,0.63,13.4,46450,41950,4500,92.58,90.33,2.25,Erik Hagmeier; Klaus Treutner
1969-04-29T08:20,6,30.047,,,,,,,,114500,14260,100240,102.5,97.93,4.57,Erik Hagmeier; Klaus Treutner
1969-04-30T08:40,6.1,30.476,3.5,11.29,1.16,4.2,16.65,0.47,12.8,136560,31540,105020,279.13,274.57,4.56,Erik Hagmeier; Klaus Treutner
1969-05-02T09:00,5.4,31.206,4.5,11.29,0.96,6.6,18.85,0.54,6.6,436880,394880,42000,354.54,343.8,10.74,David Venable
1969-05-05T09:00,4.9,32.486,5.5,4.86,0.64,6,11.5,0.28,1.2,467580,420080,47500,787.12,772.82,14.3,David Venable
1969-05-06T08:10,5.4,32.102,,,,,,,,40680,40680,0,371.03,371.03,0,David Venable
1969-05-07T08:35,5.6,31.995,4.2,13.14,0.71,6.1,19.95,0.21,1.3,623480,603480,20000,475.73,475.33,0.4,David Venable
1969-05-08T08:25,6,31.133,,,,,,,,37040,36520,520,413.83,413.65,0.18,David Venable
1969-05-09T08:45,6.9,30.081,4,11,1.1,5,17.1,0.18,1.6,810200,783700,26500,502.64,502.11,0.53,David Venable
1969-05-12T08:20,6.6,32.268,5.7,6.21,0.62,5.6,12.43,0.25,0.4,168600,78600,90000,259.66,256.56,3.1,David Venable
1969-05-13T08:25,7,31.741,,,,,,,,11000,10200,800,146.93,146.54,0.38,David Venable
1969-05-14T08:40,6.8,32.247,5.2,6.36,0.63,4.1,11.09,0.25,0.5,493700,440700,53000,451.86,425.06,26.8,David Venable
1969-05-16T08:25,7.1,32.218,5,4.15,0.66,4.2,16.15,0.14,0.3,896050,797050,99000,361.26,333.54,27.72,David Venable
1969-05-19T09:00,7.4,31.686,3.2,1.93,0.75,5.6,8.28,0.57,,373920,322920,51000,101.78,99.81,1.97,David Venable
1969-05-20T08:50,7.4,32.198,,,,,,,,3400,2400,1000,135.76,133.97,1.78,David Venable
1969-05-21T08:50,8.2,31.571,3.5,2.57,0.79,5.3,8.66,0.21,,364050,364050,0,121.03,121.03,0,David Venable
1969-05-22T08:55,8.2,31.89,,,,,,,,153080,1360,151720,75.86,66.85,9.01,David Venable
1969-05-23T08:55,9.4,29.808,3,3.5,1.24,6,10.74,0.26,,633750,633750,0,207.24,207.24,0,David Venable
1969-05-27T08:45,8.1,32.54,,,,,,,,3040,1920,1120,425.15,424.16,0.99,David Venable
