Date,Temp,Sal,Depth,Nitrate,Nitrite,Ammonium,DIN,Phosphate,Silicate,Phytopl,Diatoms,Flag,Phytopl_C,Diatom_C,Flag_C,Analyst
1994-01-03T07:50,4.8,32.569,2.8,44.63,1.31,6.51,52.45,0.95,12.2,632120,1400,630720,8.142,0.632,7.51,Klaus Treutner
1994-01-04T08:40,5,33.067,2.1,42.43,1.29,6.87,50.59,0.86,12.57,603840,3480,600360,12.06,1.26,10.8,Klaus Treutner
1994-01-05T08:30,5.1,33.242,2.9,43.81,1.42,6.43,51.66,0.95,12.6,383480,3080,380400,5.64,1.03,4.61,Klaus Treutner
1994-01-06T07:20,5.1,33.14,2.8,46.01,1.48,6.24,53.73,0.96,11.93,513480,2440,511040,6.698,0.368,6.33,Klaus Treutner
1994-01-07T09:05,5.2,33.263,4.2,31.17,1.66,5.02,37.85,0.72,9.28,697520,2240,695280,11.432,0.632,10.8,Klaus Treutner
1994-01-10T08:05,4.7,33.205,3,34.88,1.26,4.49,40.63,0.61,8.97,269600,4680,264920,4.94,1.3,3.64,Klaus Treutner
1994-01-11T09:00,4.9,33.288,2.9,21.72,1.19,8.88,31.79,0.65,4.22,392000,1080,390920,5.528,0.348,5.18,Klaus Treutner
1994-01-12T09:10,4.9,33.154,4.1,25.45,1.18,4.08,30.71,0.61,9.04,927760,3120,924640,16.72,0.52,16.2,Klaus Treutner
1994-01-13T09:10,5.2,33.05,1.9,29.65,1.1,3.78,34.53,0.59,9.03,740560,200,740360,13.064,0.064,13,Klaus Treutner
1994-01-14T08:50,5.2,33.143,1.7,28.17,0.97,3.97,33.11,0.59,10.74,651160,800,650360,8.534,0.024,8.51,Klaus Treutner
1994-01-17T08:40,4.5,32.875,2.7,51.39,1.05,2.7,55.14,0.69,10.39,1047280,2360,1044920,17.964,0.564,17.4,Klaus Treutner
1994-01-18T08:25,4.6,32.828,1.3,35.58,0.94,2.3,38.82,0.71,8.96,874480,4000,870480,14.972,0.972,14,Klaus Treutner
1994-01-19T08:25,4.8,32.723,1.5,42.02,1.01,2.59,45.62,0.65,11.46,397000,1760,395240,7.878,0.128,7.75,Klaus Treutner
1994-01-20T08:45,4.8,32.61,2.2,43.27,1.05,2.75,47.07,0.61,11.96,512200,1480,510720,6.79,0.26,6.53,Klaus Treutner
1994-01-21T08:40,4.8,32.559,2.3,48.33,1.01,3.01,52.35,0.59,12.59,722560,1960,720600,12.932,0.932,12,Klaus Treutner
1994-01-24T08:45,4.7,32.394,1,62.82,0.98,4.41,68.21,0.85,12.17,501920,1600,500320,11.01,0.21,10.8,Klaus Treutner
1994-01-25T09:15,4.7,31.413,1.8,62.48,1.11,6.16,69.75,0.94,9.42,422680,2200,420480,9.096,0.066,9.03,Klaus Treutner
1994-01-26T08:35,4.8,31.783,1.3,53.57,0.94,5.77,60.28,0.84,11.29,500320,2000,498320,5.878,0.168,5.71,Klaus Treutner
1994-01-27T08:40,4.8,31.375,2,61.52,1.06,6.09,68.67,0.88,10.18,791440,1200,790240,9.546,0.036,9.51,Klaus Treutner
1994-01-31T08:40,4.5,30.13,0.8,54.34,1.23,5.81,61.38,0.9,13.47,926400,2280,924120,16.426,0.226,16.2,Klaus Treutner
1994-02-01T07:30,4.4,29.228,1,61.54,1.26,5.56,68.36,0.82,18.53,1179040,4480,1174560,19.214,0.514,18.7,Klaus Treutner
1994-02-02T08:50,4.5,29.739,1,73.61,1.26,5.59,80.46,0.82,26.15,894160,3880,890280,15.498,0.998,14.5,Klaus Treutner
1994-02-03T08:15,4.5,30.456,1.1,76.58,1.29,5.66,83.53,1.24,22.62,946880,6520,940360,17.702,0.702,17,Klaus Treutner
1994-02-07T08:05,4.4,31.407,2.8,99.46,1.04,5.39,105.89,0.68,18.22,659520,5200,654320,13.656,0.156,13.5,Klaus Treutner
1994-02-08T08:45,4.4,31.476,2.8,67.26,1.06,4.68,73,0.7,18.14,793080,2320,790760,15.908,0.308,15.6,Klaus Treutner
1994-02-09T08:35,4.4,31.789,1.5,79.55,0.91,4.01,84.47,0.7,17.19,411800,1200,410600,6.166,0.036,6.13,Klaus Treutner
1994-02-10T08:45,4.5,31.785,1.7,52.2,0.82,4.07,57.09,0.75,17.49,929360,5280,924080,16.396,0.196,16.2,Klaus Treutner
1994-02-11T08:35,4.4,31.321,1.5,77.99,0.94,4.67,83.6,0.65,21.84,642760,2480,640280,8.122,0.112,8.01,Klaus Treutner
1994-02-16T08:25,3.1,32.573,1.5,82.14,0.83,3.18,86.15,0.65,16.05,926480,2320,924160,16.618,0.418,16.2,Klaus Treutner
1994-02-17T08:25,3.4,33.337,2.1,68.49,0.66,2.63,71.78,0.62,13.81,791320,1200,790120,15.536,0.036,15.5,Klaus Treutner
1994-02-18T08:30,2.9,33.404,2.9,76.65,0.76,3.09,80.5,0.85,13.42,513040,2800,510240,6.394,0.084,6.31,Klaus Treutner
1994-02-21T08:25,2.3,32.702,2.9,85.67,0.83,3.31,89.81,0.69,17.04,540600,0,540600,7.9,0,7.9,Klaus Treutner
1994-02-22T08:25,2.5,32.903,3.2,72.27,0.78,2.81,75.86,0.67,15.56,630320,0,630320,7.511,0.001,7.51,Klaus Treutner
1994-02-23T08:20,2.5,32.786,4,80.16,0.8,3.11,84.07,0.69,15.47,340480,0,340480,5.021,0.001,5.02,Klaus Treutner
1994-02-24T07:55,2.6,33.116,4,71.76,0.75,2.07,74.58,0.86,15.9,274640,320,274320,3.774,0.064,3.71,Klaus Treutner
1994-02-25T08:50,2.8,33.038,3.5,64.41,0.69,2,67.1,0.9,15.76,721320,600,720720,12.018,0.018,12,Klaus Treutner
1994-02-28T09:20,3.2,32.827,3.5,72.43,0.66,2.11,75.2,0.88,16.16,650720,0,650720,8.681,0.001,8.68,Klaus Treutner
1994-03-02T08:40,3.1,33.152,4,69.42,0.61,2.02,72.05,0.75,15.79,270000,0,270000,3.901,0.001,3.9,Klaus Treutner
1994-03-03T08:20,3.5,33.546,3,68.6,0.62,1.98,71.2,0.75,15.82,384920,800,384120,4.824,0.024,4.8,Klaus Treutner
1994-03-04T08:15,3.5,33.629,2.8,48.12,0.6,1.63,50.35,0.88,16.48,632200,1800,630400,7.574,0.054,7.52,Klaus Treutner
1994-03-07T08:15,3.9,33.477,1.7,44.53,0.62,2.9,48.05,0.77,15.01,623800,3400,620400,12.406,0.606,11.8,Klaus Treutner
1994-03-08T08:10,4,33.476,2.1,48.9,0.5,2.26,51.66,0.7,15.74,401840,1680,400160,5.688,0.088,5.6,Klaus Treutner
