Date,Temp,Sal,Depth,Nitrate,Nitrite,Ammonium,DIN,Phosphate,Silicate,Phytopl,Diatoms,Flag,Phytopl_C,Diatom_C,Flag_C,Analyst
1987-01-02T07:30,5.3,32.269,1.8,24.22,0.97,5.13,30.32,1.12,8,1506040,5120,1500920,31.62,1.26,30.36,Klaus Treutner
1987-01-05T07:50,5.6,32.487,1.5,23.21,1.01,4.47,28.69,1.01,7.6,1130760,5280,1125480,23.88,1.26,22.62,Klaus Treutner
1987-01-06T07:50,5.2,32.483,1.6,23.39,1.01,3.5,27.9,1.04,10.3,1007960,7480,1000480,28.33,1.6,26.73,Klaus Treutner
1987-01-07T07:55,4.8,32.004,1.5,22.18,1.05,2.5,25.73,1.13,7.2,881880,6160,875720,19.13,1.41,17.72,Klaus Treutner
1987-01-08T07:40,5.1,32.17,1.2,28.15,0.93,3.03,32.11,1.13,6.2,1209560,9200,1200360,30.68,2.76,27.92,Klaus Treutner
1987-01-09T07:50,4.2,31.806,1.5,24.97,1.02,3.7,29.69,1.05,19.2,1130960,5440,1125520,23.82,1.27,22.55,Klaus Treutner
1987-01-12T07:40,1.8,30.348,1.5,50.67,0.92,4.16,55.75,1.6,20.6,1607120,7120,1600000,38.86,1.86,37,Klaus Treutner
1987-01-13T07:40,-0.3,30.59,0.5,42.23,0.84,3.78,46.85,1.37,24,1256320,6160,1250160,26.93,1.64,25.29,Klaus Treutner
1987-01-14T08:35,0,30.644,1.3,42.04,1.03,3.8,46.87,1.55,21.4,1256080,6000,1250080,32.86,1.6,31.26,Klaus Treutner
1987-01-16T08:05,1.7,31.275,1.2,45.15,0.86,4.78,50.79,1.17,20.9,1111880,11880,1100000,35.79,8.79,27,Klaus Treutner
1987-01-19T07:40,0.9,31.748,2,43.43,0.93,5.76,50.12,1.11,11.9,1130480,5200,1125280,23.89,1.36,22.53,Klaus Treutner
1987-01-20T07:45,0.9,31.808,2.5,37.73,1,4.06,42.79,1.27,13.9,828760,3680,825080,21.07,0.58,20.49,Klaus Treutner
1987-01-21T07:55,1.9,31.25,2.9,29.43,1.05,3.84,34.32,1.04,12.4,878280,3040,875240,24.39,0.55,23.83,Klaus Treutner
1987-01-22T07:00,2.1,32.302,2,28.36,1.01,3.87,33.24,0.99,13.1,1154720,4440,1150280,31.58,1.06,30.53,Klaus Treutner
1987-01-23T08:25,2.1,32.041,3,38.92,0.98,3.78,43.68,1.21,10.7,1555840,5200,1550640,41.05,1.16,39.89,Klaus Treutner
1987-01-26T08:35,2.2,32.411,2,35.02,0.89,3.55,39.46,1.12,14.2,1330560,5280,1325280,31.97,1.46,30.51,Klaus Treutner
1987-01-27T08:00,2.1,32.273,1.8,36.86,0.84,3.38,41.08,1.2,14.7,1256160,6080,1250080,32.8,1.5,31.3,Klaus Treutner
1987-01-28T08:05,1.9,32.125,2.1,37.65,0.84,4.46,42.95,1.09,8.2,1329800,4800,1325000,31.49,1.24,30.25,Klaus Treutner
1987-01-29T08:30,1.6,32.205,2,37.29,0.79,3.09,41.17,1.24,9.8,1629920,4840,1625080,34.16,1.58,32.58,Klaus Treutner
1987-01-30T08:40,0.6,31.31,1.8,36.56,0.81,3.65,41.02,1.13,9.2,1228320,3120,1225200,29.98,0.46,29.52,Klaus Treutner
1987-02-02T08:30,1.4,31.135,2.8,38.31,0.8,4.14,43.25,1.02,5.4,1131360,6080,1125280,30.15,1.38,28.78,Klaus Treutner
1987-02-03T08:10,1.4,32.16,3.2,40.46,0.81,3.62,44.89,1.04,8,1380640,5360,1375280,28.8,1.17,27.64,Klaus Treutner
