/* DATA DESCRIPTION:
Citation:	Gerdts, Gunnar (2010): Bacteria at time series station Helgoland Roads, North Sea, in 1975 [dataset]. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.743158, 
	In: Gerdts, Gunnar (2024): Bacteria at time series station Helgoland Roads, North Sea from 1962 to 2002 [dataset publication series]. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.959956
Project(s):	Macrobenthic long-term series in the German Bight (LTER_Benthos) (URI: https://www.awi.de/en/science/long-term-observations/biology/north-sea.html)
	Shelf Seas Systems Ecology @ AWI (former Biologische Anstalt Helgoland) (BAH) (URI: https://www.awi.de/en/science/biosciences/shelf-sea-system-ecology.html)
Coverage:	LATITUDE: 54.188330 * LONGITUDE: 7.900000
	DATE/TIME START: 1975-01-08T09:30:00 * DATE/TIME END: 1975-12-17T09:20:00
	MINIMUM DEPTH, water: 1 m * MAXIMUM DEPTH, water: 1 m
Event(s):	HelgolandRoads1975 (Kabeltonne) * LATITUDE: 54.188330 * LONGITUDE: 7.900000 * DATE/TIME START: 1975-01-01T00:00:00 * DATE/TIME END: 1975-12-31T23:59:00 * ELEVATION: -10.0 m * DEIMS ID: https://deims.org/1e96ef9b-0915-4661-849f-b3a72f5aa9b1 * O2A Registry URI: https://registry.o2a-data.de/items/8674 * LOCATION: German Bight, North Sea * CAMPAIGN: LTER_HelgolandRoads (Kabeltonne, Long-term Ecological Research Helgoland Roads) * BASIS: Marine Station Helgoland (URI: https://www.awi.de/en/about-us/sites/helgoland.html) * METHOD/DEVICE: Monitoring (MON)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE
	DEPTH, water [m] (Depth water) * GEOCODE
	Temperature, water [°C] (Temp) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Mercury thermometer, in situ
	Salinity (Sal) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Salinometer, inductive * COMMENT: PSU
	Bacteria, marine, cultivable [#/ml] (Bact mar culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Bacteria, freshwater, cultivable [#/ml] (Bact fw culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Bacteria, marine, cultivable [#/ml] (Bact mar culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts * COMMENT: Neuston
	Bacteria, freshwater, cultivable [#/ml] (Bact fw culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts * COMMENT: Neuston
	Oxygen [µmol/l] (O2) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91)
	Biological oxygen demand [µmol/l] (BOD) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91) * COMMENT: 14 days; with nutrient addition
	Biological oxygen demand [µmol/l] (BOD) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91) * COMMENT: 14 days; without nutrient addition
	Surface tension [dyn/cm**2] (Surf tens) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * COMMENT: Neuston
	Surface tension [dyn/cm**2] (Surf tens) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	534 data points
*/
Date/Time	Depth water [m]	Temp [°C] (Mercury thermometer, in situ)	Sal (PSU, Salinometer, inductive)	Bact mar culti [#/ml] (Plate counts)	Bact fw culti [#/ml] (Plate counts)	Bact mar culti [#/ml] (Neuston, Plate counts)	Bact fw culti [#/ml] (Neuston, Plate counts)	O2 [µmol/l] (Oxygen, Winkler (Culberson, 1...)	BOD [µmol/l] (14 days; with nutrient additi...)	BOD [µmol/l] (14 days; without nutrient add...)	Surf tens [dyn/cm**2] (Neuston)	Surf tens [dyn/cm**2]
1975-01-08T09:30	1	5.7	26.10	93	597	13260	1114	321.9	156.3	370.68	10.44	2.08
1975-01-15T09:20	1	6.7	30.10	2288	152	2436	830	315.6	102.7	375.14	2.59	0.56
1975-01-22T09:15	1	6.4	32.10	2393	135	1616	251	309.4	120.6	308.15	3.83	0.82
1975-01-29T09:10	1	6.2	32.70			1946	117	303.1	89.3	267.96	4.90	0.82
1975-02-05T09:35	1	5.7	32.70	2074	75	2010	112	315.6	125.0	272.43	1.56	1.12
1975-02-12T09:00	1	5.8	33.00	1908	64	1880	100	312.5	120.6	290.29	5.99	3.13
1975-02-19T08:45	1	5.4	32.90	1816	82	1618	77	321.9	111.6	223.30	14.42	13.97
1975-02-26T09:00	1	5.2	33.10	1798	117	2048	153	331.2	169.7	236.70	8.94	7.07
1975-03-05T08:40	1	5.7	33.00	1798	174	3600	3218	315.6	116.1	187.57	8.54	2.30
1975-03-12T09:20	1	5.6	33.20	1872	246	1952	482	309.4	84.9	183.11	7.13	0.93
1975-03-19T09:00	1	4.5	31.80	2836	926	1790	950	325.0	93.8	200.97	12.84	9.60
1975-03-26T09:00	1	4.6	33.30	1035	168	1000	264	325.0	111.6	223.30		
1975-04-02T09:20	1	4.9	33.30	734	244	1288	3218	334.4	93.8	169.71	20.79	9.99
1975-04-09T08:45	1	5.0	33.40	588	218	760	1596	325.0	80.4	196.50	10.65	13.80
1975-04-16T08:55	1	5.3	32.70	1110	390	1020	414	321.9	102.7	160.78	1.25	7.38
1975-04-23T08:50	1	6.6	33.00	22	26	264	90	325.0	98.3	98.25	11.24	10.44
1975-04-30T09:15	1	7.1	31.70	804	280	1746	776	331.2	134.0	174.17	19.33	8.05
1975-05-07T09:20	1	8.8	28.10	7700	705	121	288	328.1	125.0	200.97	6.19	8.14
1975-05-14T08:55	1	8.6	30.70	314	104	894	464	378.1	201.0	187.57	14.17	10.56
1975-05-21T08:40	1	9.0	31.00	3512	924	2566	468	340.6	151.8	205.44	15.17	17.87
1975-06-04T08:45	1	9.6	30.50	7780	971	14060	2274	337.5	183.1	241.16	7.10	11.07
1975-06-11T08:50	1	12.5	29.50	7940	1160	13200	660	300.0	160.8	192.04	8.08	2.28
1975-06-18T08:45	1	13.6	29.50	8180	1022	5420	595	300.0	142.9	227.77	3.08	14.22
1975-06-25T09:20	1	13.3	30.70	728	78	1670	294	306.2	415.3	419.80	10.21	10.33
1975-07-02T08:40	1	13.9	31.10	440	24	726	68	284.4	89.3	80.39	13.92	12.88
1975-07-09T09:20	1	16.0	30.50	3376	596	8240	870	268.8	120.6	102.72	13.48	17.34
1975-07-16T09:00	1	16.3	31.40	10720	303	7180	68				17.27	18.61
1975-07-23T08:40	1	16.6	32.00	542	55	3680	1012	265.6	169.7	263.49	15.88	11.78
1975-07-30T09:20	1	17.2	30.90	20260	108	15120	3602	321.9	142.9	187.57	14.08	21.99
1975-08-06T09:15	1	18.6	30.90	25260	1688	16060	139	325.0	209.9	241.16	18.36	21.15
1975-08-13T08:25	1	19.3	30.70	3980	98	5140	180	271.9	174.2	281.36	22.66	15.26
1975-08-20T09:00	1	18.0	31.30	3420	170	2580	153	268.8	174.2	241.16	23.56	10.01
1975-08-27T08:45	1	17.9	31.60	1166	91	2420	1718	262.5	375.1	375.14	24.03	2.21
1975-09-03T09:30	1	19.1	31.10	1380	85	4020	412	265.6	129.5	254.56	8.99	16.26
1975-09-10T08:55	1	17.6	32.10	1980	800		4274	228.1	134.0	200.97	19.47	8.87
1975-09-17T08:50	1	17.0	32.20	1584	384	7780	1748	246.9	80.4	192.04	3.89	10.97
1975-09-24T08:50	1	16.6	32.60	2678	118	9980	994	246.9	89.3	232.23	20.43	15.65
1975-10-01T09:15	1	16.1	32.50	748	98	1860	428	256.2	58.1	169.71	17.48	14.28
1975-10-08T09:00	1	14.5	32.70	1382	218	1464	388	281.2	84.9	330.48	11.75	15.44
1975-10-15T09:15	1	13.2	32.20	982	109	1224	398	278.1	75.9	187.57	7.56	1.41
1975-10-22T08:55	1	12.8	32.20	610	84	5360	2654	287.5	49.1	160.78	12.10	21.83
1975-10-29T08:40	1	12.4	32.60	155	42	211	40	287.5	125.0	227.77	18.81	3.77
1975-11-05T09:00	1	12.0	32.70	1020	348	1518	732	290.6	129.5	232.23	8.25	19.47
1975-11-12T08:40	1	10.8	32.80	463	76			312.5	160.8	241.16		
1975-11-13T09:25	1	9.4	32.70	245	54	308	182	275.0	116.1	285.82	12.88	6.72
1975-11-21T10:05	1	9.9	33.20	3260	794			284.4	107.2	250.10		
1975-11-26T08:45	1	9.1	33.10	2022	155	1410	432	275.0	75.9	192.04	19.90	9.81
1975-12-03T09:25	1	9.0	33.40	474	38	912	320	281.2	209.9	281.36	13.72	1.79
1975-12-10T09:05	1	8.1	32.70	1082	170	892	92	293.8	107.2	343.88	21.34	13.40
1975-12-17T09:20	1	6.7	32.40	1016	124	1216	88	300.0	107.2	348.35	22.29	11.37
