/* DATA DESCRIPTION:
Citation:	Gerdts, Gunnar (2010): Bacteria at time series station Helgoland Roads, North Sea, in 1991 [dataset]. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.743173, 
	In: Gerdts, Gunnar (2024): Bacteria at time series station Helgoland Roads, North Sea from 1962 to 2002 [dataset publication series]. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.959956
Project(s):	Macrobenthic long-term series in the German Bight (LTER_Benthos) (URI: https://www.awi.de/en/science/long-term-observations/biology/north-sea.html)
	Shelf Seas Systems Ecology @ AWI (former Biologische Anstalt Helgoland) (BAH) (URI: https://www.awi.de/en/science/biosciences/shelf-sea-system-ecology.html)
Coverage:	LATITUDE: 54.188330 * LONGITUDE: 7.900000
	DATE/TIME START: 1991-01-03T07:45:00 * DATE/TIME END: 1991-12-18T08:55:00
	MINIMUM DEPTH, water: 1 m * MAXIMUM DEPTH, water: 1 m
Event(s):	HelgolandRoads1991 (Kabeltonne) * LATITUDE: 54.188330 * LONGITUDE: 7.900000 * DATE/TIME START: 1991-01-01T00:00:00 * DATE/TIME END: 1991-12-31T23:59:00 * ELEVATION: -10.0 m * DEIMS ID: https://deims.org/1e96ef9b-0915-4661-849f-b3a72f5aa9b1 * O2A Registry URI: https://registry.o2a-data.de/items/8674 * LOCATION: German Bight, North Sea * CAMPAIGN: LTER_HelgolandRoads (Kabeltonne, Long-term Ecological Research Helgoland Roads) * BASIS: Marine Station Helgoland (URI: https://www.awi.de/en/about-us/sites/helgoland.html) * METHOD/DEVICE: Monitoring (MON)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE
	DEPTH, water [m] (Depth water) * GEOCODE
	Temperature, water [°C] (Temp) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Mercury thermometer, in situ
	Salinity (Sal) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Salinometer, inductive * COMMENT: PSU
	Bacteria [#/ml] (Bact) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Acridine Orange Direct Counting (AODC) (URI: https://en.wikipedia.org/wiki/Acridine_orange)
	Flagellates [#/l] (Flag) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Acridine Orange Direct Counting (AODC) (URI: https://en.wikipedia.org/wiki/Acridine_orange)
	Bacteria [#/ml] (Bact) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Acridine Orange Direct Counting (AODC) (URI: https://en.wikipedia.org/wiki/Acridine_orange) * COMMENT: Neuston
	Bacteria, marine, cultivable [#/ml] (Bact mar culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Bacteria, freshwater, cultivable [#/ml] (Bact fw culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Bacteria, marine, cultivable [#/ml] (Bact mar culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts * COMMENT: Neuston
	Bacteria, freshwater, cultivable [#/ml] (Bact fw culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts * COMMENT: Neuston
	Yeasts [#/l] (Yeasts) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Bacteria, oil degrading [#/ml] (Bact oil deg) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Most probable number method (MPN), based on serial dilutions (URI: https://en.wikipedia.org/wiki/Most_probable_number)
	Oxygen [µmol/l] (O2) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91)
	Biological oxygen demand [µmol/l] (BOD) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91) * COMMENT: 14 days; with nutrient addition
	Biological oxygen demand [µmol/l] (BOD) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91) * COMMENT: 14 days; without nutrient addition
	Surface tension [dyn/cm**2] (Surf tens) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * COMMENT: Neuston
	Surface tension [dyn/cm**2] (Surf tens) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html)
	Adenosine 5-Triphosphate [ng/l] (ATP) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: LUMAC Biocounter M2500 * COMMENT: Neuston
	Adenosine 5-Triphosphate [ng/l] (ATP) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: LUMAC Biocounter M2500
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	840 data points
*/
Date/Time	Depth water [m]	Temp [°C] (Mercury thermometer, in situ)	Sal (PSU, Salinometer, inductive)	Bact [#/ml] (Acridine Orange Direct Counti...)	Flag [#/l] (Acridine Orange Direct Counti...)	Bact [#/ml] (Neuston, Acridine Orange Dire...)	Bact mar culti [#/ml] (Plate counts)	Bact fw culti [#/ml] (Plate counts)	Bact mar culti [#/ml] (Neuston, Plate counts)	Bact fw culti [#/ml] (Neuston, Plate counts)	Yeasts [#/l] (Plate counts)	Bact oil deg [#/ml] (Most probable number method (...)	O2 [µmol/l] (Oxygen, Winkler (Culberson, 1...)	BOD [µmol/l] (14 days; with nutrient additi...)	BOD [µmol/l] (14 days; without nutrient add...)	Surf tens [dyn/cm**2] (Neuston)	Surf tens [dyn/cm**2]	ATP [ng/l] (Neuston, LUMAC Biocounter M2500)	ATP [ng/l] (LUMAC Biocounter M2500)
1991-01-03T07:45	1	6.6	33.90	75600	133	240000	228	76	374	242	15	43	237.5	75.9	339.42	13.20	19.30	26.78	60.74
1991-01-10T07:30	1	5.7	33.30	300000	531	273000	366	116	1346	1198	8	93	268.8	62.5	317.09	8.00	14.80	43.40	47.70
1991-01-23T08:00	1	4.8	34.04	361000	133	236000	94	28	1298	1440	5	23	300.0	107.2	330.48	22.20	10.80		
1991-01-30T07:30	1	4.6	33.40	177000	0	275000	336	110	802	896	8	93	356.2	209.9	366.21	5.60	7.00	177.05	180.77
1991-02-05T07:25	1	3.3	33.90	115000	265	112000	94	64	428	338	20	12	381.2	165.2	397.47	10.20	13.10	147.90	105.29
1991-02-13T07:15	1	3.0	34.14	90500	531	125000	188	98	306	214	10	43	337.5	120.6	326.02	9.80	12.00	356.30	376.65
1991-02-27T07:25	1	3.1	33.71	76000	133	141000	404	76	1142	530	115	43	328.1	93.8	468.93	11.10	12.50	134.60	122.88
1991-03-06T08:20	1	3.3	34.27	206000	531	208000	326	92	3940	3254	45	15	331.2	156.3	272.43	14.70	16.50	115.00	101.23
1991-03-13T07:50	1	3.6	34.17	271000	929	103000	308	100	5040	2394	10	4	306.2	89.3	192.04	11.50	15.70	146.76	71.32
1991-03-20T08:15	1	4.1	34.02	74300	133	121000	498	120	3460	1790	33	9	262.5	49.1	236.70	14.80	7.30	140.07	159.75
1991-03-27T06:55	1	4.4	33.70	228000	265	193000	116	24	446	388	12	4	315.6	53.6	232.23	10.00	5.80	231.38	116.26
1991-04-03T06:55	1	4.8	33.61	117000	133	143000	838	294	3230	1756	114	15	325.0	67.0	308.15	11.89	11.59	173.78	252.53
1991-04-10T06:30	1	5.9	33.40	295000	318	200000	334	24	666	146	8	4	334.4	107.2	125.05	8.98	24.67	486.32	1641.62
1991-04-17T06:35	1	5.0	33.45	310000	318	283000	594	44	650	198	12	23	337.5	58.1	343.88	4.21	2.92	448.54	329.27
1991-04-24T06:25	1	7.0	32.00	427000	1270	446000	706	60	452	230	9	8	357.5	81.7	326.02	13.88	9.62	115.49	983.28
1991-05-02T06:35	1	6.6	32.88	809000	1330	593000	1852	236	1938	283	5	9	367.5	93.3	162.12	21.91	10.71	1954.83	1842.78
1991-05-08T07:20	1	7.8	31.44	585000	1857	922000	3462	366	5560	1248	2	9	445.6	130.0	234.02	16.66	10.68	1439.03	721.68
1991-05-15T06:45	1	7.4	32.92	477000	1592	967000	4040	310	2920	376	2	23	362.5	9.4	48.23	14.39	19.52	1499.66	921.08
1991-05-22T06:25	1	7.8	32.39	1200000	3184	1380000	9900	682	9560	660	5	9	398.8	343.9	348.79	13.78	13.12	1389.20	1054.01
1991-05-29T06:40	1	9.6	32.03	2190000	9950	1920000	3660	178	39745	150	0	21	380.0	336.7	326.02	14.12	10.11	859.97	685.98
1991-06-05T06:20	1	10.2	31.80	2270000	1592	2180000	362	193				0	456.6	460.9	422.93				
1991-06-12T06:55	1	11.1	32.30	1020000	4776	579000	740	50	6900	1800	3	43	256.2	89.3	141.13	11.47	20.54	444.78	1139.45
1991-06-19T06:50	1	11.1	32.21	2600000	796	2130000	2130	258	4600	962	4	0	245.9	107.2	133.53	13.25	4.20	606.18	698.79
1991-06-26T05:55	1	12.2	32.51	1360000	796	1050000	682	38	1230	814	5	1	236.9	133.1	247.42	24.77	13.33	811.18	1068.90
1991-07-03T06:50	1	13.8	30.87	549000	1592	581000	134	24	1220	676	2	1	246.9	125.5	132.19	13.09	11.34	2591.53	1386.54
1991-07-10T05:55	1	15.5	31.91	979000	2388	951000	872	13	3660	446	4	0	259.4	147.4	201.86	19.13	18.43	426.48	435.03
1991-07-17T06:45	1	14.9	32.48	1160000	3184	2060000	426	22	1224	512	4	8	254.4	167.9	186.68	16.01	16.28	1032.22	503.84
1991-07-24T07:25	1	17.2	31.33	1780000	1592	2400000	22	16	362	266	0	43	296.9	158.5	196.50	23.56	23.77	1531.68	732.74
1991-07-31T06:05	1	17.5	31.24	945000	0	569000	37	21	1462	828	6	43	258.4	86.6	108.52	21.96	21.18	151.65	326.93
1991-08-08T06:50	1	17.6	32.63	1060000	796	999000	14	2	297	216	1	9	292.2	160.3	223.75	16.10	15.10	453.04	1002.88
1991-08-14T06:25	1	17.1	32.58	1190000	1592	1120000	78	32	236	142	4	15	260.6	76.8	91.11	12.60	13.10	386.99	1189.15
1991-08-21T05:35	1	17.4	32.26	1670000	796	1010000	120	113	430	318	5	2	263.1	45.1	104.50	26.00	16.60	480.36	375.00
1991-08-28T06:35	1	17.5	32.35	1450000	796	788000	118	20	1375	1294		39	267.5	107.6	108.52	19.80	11.60	107.55	109.12
1991-09-04T06:30	1	18.4	31.57	740000	1592	1240000	152	68	60	40		2	326.6	220.2	259.47			1307.05	681.94
1991-09-11T05:45	1	17.2	32.60	637000	0	581000	1600	1055	2980	517		143	310.3	83.5	86.64			247.56	309.90
1991-09-18T05:50	1	16.9	32.54	563000	796	531000	234	40	2270	1448		2	260.9	75.9	115.67			248.69	260.68
1991-09-25T06:05	1	16.5	32.43	308000	0	449000	480	70	1064	352		2	306.6	209.9	215.71			198.58	382.29
1991-10-09T07:45	1	15.2	32.67	553000	796	781000	224	24	1800	1610	10	150	284.1	151.4	138.00	14.88	6.87	79.46	99.07
1991-10-16T07:05	1	14.9	32.79	238000	0	306000	148	16	676	498	14	43	293.4	107.6	110.76	7.96	23.24	46.28	110.22
1991-10-23T07:05	1	12.8	32.81	614000	265	393000	360	53	3800	2906	24	430	241.2	75.0	53.59	11.55	21.90	122.39	184.30
1991-10-30T07:00	1	11.3	32.95	630000	265	429000	258	30	1802	1262	11	15	238.1	56.3	78.60	12.07	15.19	66.55	84.54
1991-11-06T07:40	1	10.8	33.85	400000	265	356000	476	222	632	392	45	43	268.1	75.0	273.32	19.90	14.03	66.07	96.83
1991-11-13T07:40	1	9.6	33.20	610000	1061	222000	210	30	632	508	10	23	293.8	57.6	129.51			30.44	80.61
1991-11-19T07:45	1	8.3	33.44	436000	265	192000	406	98	542	1320	7	15	254.7	51.4	278.23	9.53	9.36	50.49	72.93
1991-11-27T07:50	1	8.6	33.82	399000	796	271000	130	106	168	214	19	93	281.2	47.3	100.48	7.59	7.83	43.29	60.15
1991-12-04T07:55	1	8.4	34.01	381000	531	451000	40	10	372	318	4	230	278.1	45.1	91.11	12.34	8.07	54.86	66.35
1991-12-11T07:45	1	6.9	33.96	381000	0	468000	108	34	572	442	4	150	287.8	19.2	38.41	7.85	8.20	41.29	57.68
1991-12-18T08:55	1	6.7	33.88	137000	159	310000	230	84	286	196	21	230	353.1	115.2	367.11	22.23	22.24	44.91	59.18
