/* DATA DESCRIPTION:
Citation:	Gerdts, Gunnar (2010): Bacteria at time series station Helgoland Roads, North Sea, in 1983 [dataset]. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.743165, 
	In: Gerdts, Gunnar (2024): Bacteria at time series station Helgoland Roads, North Sea from 1962 to 2002 [dataset publication series]. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.959956
Project(s):	Macrobenthic long-term series in the German Bight (LTER_Benthos) (URI: https://www.awi.de/en/science/long-term-observations/biology/north-sea.html)
	Shelf Seas Systems Ecology @ AWI (former Biologische Anstalt Helgoland) (BAH) (URI: https://www.awi.de/en/science/biosciences/shelf-sea-system-ecology.html)
Coverage:	LATITUDE: 54.188330 * LONGITUDE: 7.900000
	DATE/TIME START: 1983-01-05T08:30:00 * DATE/TIME END: 1983-12-28T09:50:00
	MINIMUM DEPTH, water: 1 m * MAXIMUM DEPTH, water: 1 m
Event(s):	HelgolandRoads1983 (Kabeltonne) * LATITUDE: 54.188330 * LONGITUDE: 7.900000 * DATE/TIME START: 1983-01-01T00:00:00 * DATE/TIME END: 1983-12-31T23:59:00 * ELEVATION: -10.0 m * DEIMS ID: https://deims.org/1e96ef9b-0915-4661-849f-b3a72f5aa9b1 * O2A Registry URI: https://registry.o2a-data.de/items/8674 * LOCATION: German Bight, North Sea * CAMPAIGN: LTER_HelgolandRoads (Kabeltonne, Long-term Ecological Research Helgoland Roads) * BASIS: Marine Station Helgoland (URI: https://www.awi.de/en/about-us/sites/helgoland.html) * METHOD/DEVICE: Monitoring (MON)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE
	DEPTH, water [m] (Depth water) * GEOCODE
	Temperature, water [°C] (Temp) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Mercury thermometer, in situ
	Salinity (Sal) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Salinometer, inductive * COMMENT: PSU
	Bacteria, marine, cultivable [#/ml] (Bact mar culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Bacteria, freshwater, cultivable [#/ml] (Bact fw culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Bacteria, marine, cultivable [#/ml] (Bact mar culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts * COMMENT: Neuston
	Bacteria, freshwater, cultivable [#/ml] (Bact fw culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts * COMMENT: Neuston
	Yeasts [#/l] (Yeasts) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Bacteria, oil degrading [#/ml] (Bact oil deg) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Most probable number method (MPN), based on serial dilutions (URI: https://en.wikipedia.org/wiki/Most_probable_number)
	Oxygen [µmol/l] (O2) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91)
	Biological oxygen demand [µmol/l] (BOD) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91) * COMMENT: 14 days; with nutrient addition
	Biological oxygen demand [µmol/l] (BOD) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91) * COMMENT: 14 days; without nutrient addition
	Surface tension [dyn/cm**2] (Surf tens) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * COMMENT: Neuston
	Surface tension [dyn/cm**2] (Surf tens) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html)
	Carbon, organic, total [mg/l] (TOC) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * COMMENT: Neuston
	Carbon, organic, total [mg/l] (TOC) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	774 data points
*/
Date/Time	Depth water [m]	Temp [°C] (Mercury thermometer, in situ)	Sal (PSU, Salinometer, inductive)	Bact mar culti [#/ml] (Plate counts)	Bact fw culti [#/ml] (Plate counts)	Bact mar culti [#/ml] (Neuston, Plate counts)	Bact fw culti [#/ml] (Neuston, Plate counts)	Yeasts [#/l] (Plate counts)	Bact oil deg [#/ml] (Most probable number method (...)	O2 [µmol/l] (Oxygen, Winkler (Culberson, 1...)	BOD [µmol/l] (14 days; with nutrient additi...)	BOD [µmol/l] (14 days; without nutrient add...)	Surf tens [dyn/cm**2] (Neuston)	Surf tens [dyn/cm**2]	TOC [mg/l] (Neuston)	TOC [mg/l]
1983-01-05T08:30	1	6.2	32.60	952	330	1670	1110	14	15	284.4	58.1	254.56	14.30	3.10	45.70	2.10
1983-01-12T08:40	1	6.1	31.98	2764	1151	2684	1188	5	29	281.2	116.1	361.75	8.10	1.80	21.00	3.28
1983-01-19T08:25	1	4.7	29.06	11320	1914	12640	3078	9	9	309.4	107.2	317.09	6.70	2.80	60.30	4.02
1983-01-26T08:15	1	5.0	29.92	8400	2908	8060	3138	79	43	356.2	142.9	326.02	10.80	9.10	16.10	3.44
1983-02-02T08:25	1	4.8	30.15	6300	1850	7420	2110	70	390	337.5	84.9	312.62	8.30	3.00	72.10	3.88
1983-02-09T08:10	1	3.7	30.26	10540	3704	10860	2396	40	15	353.1	142.9	348.35	6.20	2.40	61.30	2.37
1983-02-16T08:10	1	3.0	30.59	3328	144	3364	269	20	23	343.8	89.3	281.36	6.10	0.60	15.40	4.60
1983-02-23T08:40	1	3.6	31.45	2470	288	2606	402	20	1	384.4	40.2	272.43	8.40	7.70	76.30	2.69
1983-03-02T09:00	1	3.6	31.26	1414	148	2073	590	50	4	371.9	214.4	326.02	18.70	6.30	73.50	2.55
1983-03-09T09:05	1	4.3	31.68	2010	216	2292	480	40	3	371.9	236.7	388.54	14.10	3.30	70.80	6.23
1983-03-16T09:00	1	4.7	32.08	1800	106	1962	140	220	2	468.8	361.7	531.45	6.80	0.70	23.40	2.92
1983-03-23T09:05	1	4.7	32.38	1948	148	2196	322	30	9	287.5	62.5	308.15	6.80	3.20	8.60	1.80
1983-03-30T07:55	1	5.0	31.92	2214	198	6160	1296	290	0	275.0	13.4	66.99	15.00	3.00	17.20	2.54
1983-04-06T08:05	1	5.0	31.29	1874	252	2692	856	15	23	318.8		62.52	7.80	2.30	53.20	1.74
1983-04-13T07:35	1	5.1	31.65	1326	194	1426	436	30	2	356.2	183.1	308.15	3.90	1.40	43.10	1.92
1983-04-20T07:20	1	6.0	31.11	2190	664	2310	1520	49	21	371.9	209.9	303.69	6.50	5.10	35.30	5.06
1983-04-27T07:55	1	7.0	30.32	4060	874	4160	1210	68	9	462.5	312.6	419.80	13.10	10.50	63.30	2.61
1983-05-04T07:45	1	6.8	32.27	4440	2948	5860	3464	5	15	309.4	129.5	129.51	5.40	13.80	27.50	3.93
1983-05-11T07:45	1	8.3	32.10	1472	482	1232	554	3	1	200.0	44.7	98.25	3.60	6.60	56.00	1.81
1983-05-18T07:35	1	8.5	31.92	202	198	540	188	14	1	212.5	241.2	263.49	8.60	6.00	56.20	1.72
1983-05-25T08:20	1	9.5	31.39	90	506	76	596	10	4	293.8	67.0	232.23	7.40	3.70	57.90	1.83
1983-06-01T08:00	1	11.8	30.20	18	59	30	250	10	4	265.6	125.0	138.45	5.90	4.50	28.70	2.14
1983-06-08T08:05	1	11.6	30.79	126	536	360	412	10	0	287.5	151.8	160.78	6.80	2.50	46.30	2.41
1983-06-15T07:50	1	11.1	31.81	282	194	394	556	2	1	290.6	174.2	205.44	6.40	1.70	58.70	4.11
1983-06-22T08:00	1	13.7	29.51	102	405	224	623	1	1	259.4	201.0	200.97	11.10	18.90	62.70	
1983-06-29T07:45	1	13.3	30.20	78	822	768	1196	42	4	359.4	308.2	397.47	7.40	10.70	57.40	2.57
1983-07-06T07:50	1	15.6	29.67	46	482	25	370	10	2	318.8	352.8	339.42	8.70	4.70	52.70	4.48
1983-07-13T08:00	1	15.1	30.73	83	189	4060	1872	110	29	343.8	303.7	312.62	14.00	3.00	63.50	3.70
1983-07-20T07:45	1	15.6	30.67	660	328	1116	1056	20	1	246.9	232.2	236.70	8.60	5.90	63.40	4.86
1983-07-27T07:50	1	17.9	30.05	204	90	33600	2700	20	64	240.6	281.4	326.02	13.90	12.50	28.80	3.82
1983-08-03T07:35	1	16.8	30.39	48	46	103	107	20	3	237.5	192.0	178.64	5.00	7.30	60.00	2.37
1983-08-10T08:00	1	17.7	30.22	105	37	282	81	20	2	240.6	232.2	223.30	7.70	2.80	13.90	3.34
1983-08-17T07:40	1	16.8	31.11	308	72	560	308	0	8	225.0	165.2	187.57	19.40	6.80	67.80	2.96
1983-08-25T07:10	1	18.1	31.30	244	184	1700	970	10	43	221.9	160.8	174.17	7.60	3.00	61.80	2.20
1983-08-31T07:50	1	17.9	29.77	50	16	1860	650	4	2	262.5	178.6	169.71	12.20	1.30	60.20	3.08
1983-09-07T07:45	1	15.7	31.08	265	102	433	440	1000	64	265.6	160.8	232.23	12.50	3.70	65.40	3.06
1983-09-14T07:50	1	15.5	31.20	46	27	1488	1600	1000	12	250.0	120.6	250.10	9.30	1.70	66.30	1.85
1983-09-21T07:55	1	15.2	31.65	64	26	722	668	0	4	271.9	116.1	232.23	11.50	8.00	35.80	2.45
1983-09-28T07:25	1	15.5	31.92	378	92	3600	2580	24	3	259.4	98.3	142.91	10.40	13.90	60.50	2.44
1983-10-02T09:00	1	14.6	32.14	188	72	5860	4430	40	8	256.2	89.3	116.12	15.70	13.10	47.40	5.23
1983-10-12T09:15	1	13.8	31.83	123	70	2664	810	74	43	243.8	102.7	227.77	9.30	3.50	52.90	3.99
1983-10-19T09:05	1	13.5	32.41	68	18	366	304	600	93	256.2	111.6	165.24	12.80	17.80	65.10	2.33
1983-10-25T08:30	1	11.9	31.81	84	54	101	71	160	93	262.5	125.0	116.12	10.70	1.00		
1983-11-02T09:10	1	11.2	31.46	27	44	278	664	20	4	281.2	393.0	384.08	7.40	3.30	39.40	8.92
1983-11-09T09:20	1	11.7	32.32	17	26	136	92	30	4	262.5	71.5	71.46	9.50	1.40	7.84	1.84
1983-11-15T08:55	1	10.2	32.39	31	60	316	362		16	290.6	415.3	415.34	3.20	4.10	20.80	
1983-11-23T09:05	1	9.3	31.99	63	94	460	778	14	9	290.6	98.3	120.58	8.60	3.90	37.70	4.68
1983-11-30T09:25	1	8.4	31.63	29	59	58	106	20	3	296.9	102.7	151.84	11.20	1.60	50.10	4.68
1983-12-07T09:25	1	7.6	31.96	73	82	57	78	7	21	337.5	303.7	424.27	5.20	2.50	48.00	2.11
1983-12-14T09:35	1	6.2	32.08	58	76	261	556	16	23	350.0	174.2	192.04	8.00	7.80	32.10	1.78
1983-12-21T09:55	1	6.9	33.07	62	30	142	165	10	93	303.1	134.0	415.34	13.50	6.40	44.90	5.07
1983-12-28T09:50	1	6.6	33.16	25	26	150	225	40	230	312.5	134.0	183.11	17.80	1.70	29.50	1.86
