/* DATA DESCRIPTION:
Citation:	Gerdts, Gunnar (2010): Bacteria at time series station Helgoland Roads, North Sea, in 1992 [dataset]. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.743174, 
	In: Gerdts, Gunnar (2024): Bacteria at time series station Helgoland Roads, North Sea from 1962 to 2002 [dataset publication series]. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.959956
Project(s):	Macrobenthic long-term series in the German Bight (LTER_Benthos) (URI: https://www.awi.de/en/science/long-term-observations/biology/north-sea.html)
	Shelf Seas Systems Ecology @ AWI (former Biologische Anstalt Helgoland) (BAH) (URI: https://www.awi.de/en/science/biosciences/shelf-sea-system-ecology.html)
Coverage:	LATITUDE: 54.188330 * LONGITUDE: 7.900000
	DATE/TIME START: 1992-01-03T08:30:00 * DATE/TIME END: 1992-12-23T07:00:00
	MINIMUM DEPTH, water: 1 m * MAXIMUM DEPTH, water: 1 m
Event(s):	HelgolandRoads1992 (Kabeltonne) * LATITUDE: 54.188330 * LONGITUDE: 7.900000 * DATE/TIME START: 1992-01-01T00:00:00 * DATE/TIME END: 1992-12-31T23:59:00 * ELEVATION: -10.0 m * DEIMS ID: https://deims.org/1e96ef9b-0915-4661-849f-b3a72f5aa9b1 * O2A Registry URI: https://registry.o2a-data.de/items/8674 * LOCATION: German Bight, North Sea * CAMPAIGN: LTER_HelgolandRoads (Kabeltonne, Long-term Ecological Research Helgoland Roads) * BASIS: Marine Station Helgoland (URI: https://www.awi.de/en/about-us/sites/helgoland.html) * METHOD/DEVICE: Monitoring (MON)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE
	DEPTH, water [m] (Depth water) * GEOCODE
	Temperature, water [°C] (Temp) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Mercury thermometer, in situ
	Salinity (Sal) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Salinometer, inductive * COMMENT: PSU
	Bacteria [#/ml] (Bact) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Acridine Orange Direct Counting (AODC) (URI: https://en.wikipedia.org/wiki/Acridine_orange)
	Flagellates [#/l] (Flag) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Acridine Orange Direct Counting (AODC) (URI: https://en.wikipedia.org/wiki/Acridine_orange)
	Bacteria [#/ml] (Bact) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Acridine Orange Direct Counting (AODC) (URI: https://en.wikipedia.org/wiki/Acridine_orange) * COMMENT: Neuston
	Bacteria, marine, cultivable [#/ml] (Bact mar culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Bacteria, freshwater, cultivable [#/ml] (Bact fw culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Bacteria, marine, cultivable [#/ml] (Bact mar culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts * COMMENT: Neuston
	Bacteria, freshwater, cultivable [#/ml] (Bact fw culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts * COMMENT: Neuston
	Yeasts [#/l] (Yeasts) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Bacteria, oil degrading [#/ml] (Bact oil deg) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Most probable number method (MPN), based on serial dilutions (URI: https://en.wikipedia.org/wiki/Most_probable_number)
	Oxygen [µmol/l] (O2) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91)
	Biological oxygen demand [µmol/l] (BOD) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91) * COMMENT: 14 days; with nutrient addition
	Biological oxygen demand [µmol/l] (BOD) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91) * COMMENT: 14 days; without nutrient addition
	Surface tension [dyn/cm**2] (Surf tens) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * COMMENT: Neuston
	Surface tension [dyn/cm**2] (Surf tens) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html)
	Adenosine 5-Triphosphate [ng/l] (ATP) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: LUMAC Biocounter M2500 * COMMENT: Neuston
	Adenosine 5-Triphosphate [ng/l] (ATP) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: LUMAC Biocounter M2500
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	835 data points
*/
Date/Time	Depth water [m]	Temp [°C] (Mercury thermometer, in situ)	Sal (PSU, Salinometer, inductive)	Bact [#/ml] (Acridine Orange Direct Counti...)	Flag [#/l] (Acridine Orange Direct Counti...)	Bact [#/ml] (Neuston, Acridine Orange Dire...)	Bact mar culti [#/ml] (Plate counts)	Bact fw culti [#/ml] (Plate counts)	Bact mar culti [#/ml] (Neuston, Plate counts)	Bact fw culti [#/ml] (Neuston, Plate counts)	Yeasts [#/l] (Plate counts)	Bact oil deg [#/ml] (Most probable number method (...)	O2 [µmol/l] (Oxygen, Winkler (Culberson, 1...)	BOD [µmol/l] (14 days; with nutrient additi...)	BOD [µmol/l] (14 days; without nutrient add...)	Surf tens [dyn/cm**2] (Neuston)	Surf tens [dyn/cm**2]	ATP [ng/l] (Neuston, LUMAC Biocounter M2500)	ATP [ng/l] (LUMAC Biocounter M2500)
1992-01-03T08:30	1	5.8	33.07	215000	200	154000	292	88	360	432	9	43	322.2	64.3	356.39	19.21	9.90	66.51	56.00
1992-01-08T07:30	1	5.3	32.68	117000	0	118000	675	224	706	346	12	23	332.2	67.9	397.47	16.06	10.94	55.92	49.00
1992-01-16T07:30	1	5.1	31.71	49500	100	47300	793	282	908	388	9	23	363.1	111.2	367.11	8.70	8.08	57.19	62.00
1992-01-22T07:30	1	4.6	32.76	24900	80	27100	394	84	810	486	8	4	353.4	163.5	505.10	2.51	3.59	42.88	78.00
1992-01-25T09:00	1	8.8	33.30	244000	796	447000	386	37	526	94		0	296.6	193.8	303.69			57.13	82.00
1992-01-29T07:45	1	4.7	32.43	36800	0	29300	382	60	1386	1142	5	4	373.4	185.8	387.65	13.06	7.51	85.00	143.00
1992-02-05T07:55	1	4.9	32.63	20800	0	15800	572	162	490	158	5	93	350.3	168.8	399.26	15.03	7.96	49.69	80.00
1992-02-12T08:05	1	4.6	32.04	23000	53	39700	632	130	1186	588	11	4	260.9	48.2	273.77	14.99	1.60	4.91	82.00
1992-02-19T07:50	1	4.4	32.21	26300	0	30000	836	68	808	148	4	64	273.4	78.6	327.36	7.58	4.46	159.87	120.00
1992-02-26T07:50	1	4.5	32.26	33100	0	79000	592	52	1528	726	8	4	311.6	98.7	321.55	12.07	8.13	271.78	282.00
1992-03-04T08:00	1	4.8	32.00	98900	159	106000	1050	178	946	194	7	23	310.0	106.7	337.63	20.34	12.26	119.61	125.00
1992-03-18T07:50	1	5.2	31.09	158000	80	164000	728	256	2408	1725	3	0	275.9	68.3	251.44	10.39	10.40	175.36	232.00
1992-03-26T07:05	1	5.5	30.75	131000	180	172000	818	256	636	526	5	23	274.4	91.6	347.45	11.44	10.62	168.00	164.00
1992-04-01T06:25	1	5.4	31.79	273000	478	308000	518	390	739	664	3	43	272.2	44.2	204.99	7.58	5.91	99.00	100.00
1992-04-08T07:05	1	6.3	32.52	165000	796	126000	342	216	472	248	0	93	269.1	82.6	169.26	14.50	16.53	236.00	413.00
1992-04-14T06:45	1	6.5	32.57	237000	796	335000	344	172	492	396	3	75	278.8	61.2	242.50	17.34	9.22	568.00	381.00
1992-04-22T05:55	1	7.2	30.46	381000	597	237000	925	708	600	298	5	43	281.9	90.7	205.88	25.47	10.92	324.00	513.00
1992-04-27T06:00	1	8.0	29.53	279000	531	151000	346	302	960	776	4	430	276.6	116.1	251.44	11.55	9.49	322.00	448.00
1992-05-07T06:00	1	8.4	33.16	197000	398	347000	424	124	2007	470	0	2	264.4	96.0	207.67	8.70	7.72	179.00	273.00
1992-05-13T06:15	1	9.3	31.88	375000	597	472000	490	66	2348	464	3	8	206.6	93.8	90.66	14.15	16.91	659.00	956.00
1992-05-20T05:40	1	11.8	30.52	506000	398	653000	679	80	3600	692	0	2300	272.8	103.2	248.31	16.69	4.63	285.00	230.00
1992-05-27T05:55	1	11.0	33.08	583000	1990	502000	885	118	750	134	2	21	267.2	178.2	97.36	8.40	10.28	659.00	437.00
1992-06-03T06:05	1	12.5	33.54	818000	3184	486000	234	50	836	456	1	9	265.6	109.9	153.18	17.76	13.16	605.00	890.00
1992-06-10T06:20	1	12.3	33.68	923000	1194	1100000	2154	180	3180	212	5	93	268.8	212.6	268.85	12.52	11.10	1080.00	1072.00
1992-06-17T06:20	1	14.3	32.72	1440000	796	1300000	3700	240	3080	158	0	93	246.9	136.7	189.36	8.54	14.87	416.00	625.00
1992-06-24T06:30	1	14.9	32.17	888000	796	973000	1276	170	994	298	327	230	235.3	228.2	294.76	16.55	19.97	1305.00	1427.00
1992-07-01T06:45	1	17.0	32.93	876000	2318	858000	324	21			1200	210	310.6	226.9	257.24	8.70	5.60	1262.00	1238.00
1992-07-02T06:55	1	17.0	33.62	1150000	3980	1160000	318	60	1028	484		4	219.1	132.2	149.61	22.13	22.99	527.00	691.00
1992-07-07T06:40	1	16.2	32.58	754000	796	812000	482	48	1136	596	2300	4	268.1	196.5	262.60	18.76	19.56	1278.00	1031.00
1992-07-15T07:10	1	14.8	33.31	738000	1990	522000	436	34	6980	3294	1650	4	225.6	148.3	272.43	14.51	23.85	254.00	395.00
1992-07-22T06:45	1	16.4	33.71	749000	1194	796000	210	16	2124	320		93	228.8	111.6	121.48	19.46	18.46	399.00	403.00
1992-08-05T06:30	1	17.4	33.60	933000	1592	905000	252	60	1258	568		0	210.3	116.1	159.88	27.98	17.95	399.00	968.00
1992-08-12T06:35	1	17.8	33.67	1520000	1990	1320000	121	98	896	148	8	0	151.9	118.3	43.32	20.92	23.73	137.00	270.00
1992-08-19T05:20	1	17.5	33.56	1330000	398	593000	236	10	5575	472	7	0	165.3	138.0	117.46	17.83	15.63	553.00	438.00
1992-08-26T05:20	1	17.5	33.52	1100000	199	883000	450	12	552	110	6	4	219.7			14.04	19.89	91.00	189.00
1992-09-02T05:20	1	16.8	33.54	600000	1061	466000	228	10	308	14	10	0	226.2	120.1	100.93	16.13	14.17	195.00	155.00
1992-09-09T05:25	1	15.9	33.48	449000	265	643000	638	20	1538	184	1	4	236.9	57.2	72.80	23.10	9.56	173.00	103.00
1992-09-23T05:25	1	16.2	33.68	448000	1061	299000	162	54	1072	936	6	4	250.3	72.8	74.58	24.85	10.39	177.00	335.00
1992-09-30T07:00	1	15.8	33.72	471000	597	870000	174	32	1666	474	33	2	256.2	73.2	76.82	7.84	15.85	158.00	237.00
1992-10-07T06:50	1	13.8	33.39	553000	398	518000	732	74	4175	346	5	2	265.9			17.20	14.84	68.00	194.00
1992-10-14T06:25	1	13.3	33.70	570000	597	586000	960	150	4070	2170	5	2	259.4			18.53	6.65	129.00	203.00
1992-10-21T06:50	1	12.2	33.35	783000	1990	460000			2600	1167	5	2	267.8			15.30	7.81	100.00	248.00
1992-11-04T06:35	1	10.8	33.72	279000	1433	311000	1218		2015			4	310.0	135.3	150.06				
1992-11-11T07:00	1	10.4	33.73	270000	637	257000	752	76	2480	860		0	347.5	145.1	168.37				
1992-11-19T07:15	1	9.2	33.59	260000	955	266000	301	54	528	198		0	384.1	163.0	215.71				
1992-12-02T06:30	1	8.3	33.51	285000	478	386000	128	32	52	20	10	0	334.7	236.3	161.22				
1992-12-09T06:50	1	7.8	33.68	188000	531	112000	96	8	314	272	6	2	313.4	147.8	311.28			21.00	121.00
1992-12-16T07:00	1	7.5	33.51	171000	199	147000	183	39	460	234	5	4	355.9	191.6	424.27			98.00	98.00
1992-12-23T07:00	1	6.6	33.45	53000	199	62400	46	8	260	176	7	1	278.8					69.00	57.00
