/* DATA DESCRIPTION:
Citation:	Gerdts, Gunnar (2010): Bacteria at time series station Helgoland Roads, North Sea, in 1969 [dataset]. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.743152, 
	In: Gerdts, Gunnar (2024): Bacteria at time series station Helgoland Roads, North Sea from 1962 to 2002 [dataset publication series]. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.959956
Project(s):	Macrobenthic long-term series in the German Bight (LTER_Benthos) (URI: https://www.awi.de/en/science/long-term-observations/biology/north-sea.html)
	Shelf Seas Systems Ecology @ AWI (former Biologische Anstalt Helgoland) (BAH) (URI: https://www.awi.de/en/science/biosciences/shelf-sea-system-ecology.html)
Coverage:	LATITUDE: 54.188330 * LONGITUDE: 7.900000
	DATE/TIME START: 1969-01-03T08:25:00 * DATE/TIME END: 1969-12-29T09:35:00
	MINIMUM DEPTH, water: 1 m * MAXIMUM DEPTH, water: 1 m
Event(s):	HelgolandRoads1969 (Kabeltonne) * LATITUDE: 54.188330 * LONGITUDE: 7.900000 * DATE/TIME START: 1969-01-01T00:00:00 * DATE/TIME END: 1969-12-31T23:59:00 * ELEVATION: -10.0 m * DEIMS ID: https://deims.org/1e96ef9b-0915-4661-849f-b3a72f5aa9b1 * O2A Registry URI: https://registry.o2a-data.de/items/8674 * LOCATION: German Bight, North Sea * CAMPAIGN: LTER_HelgolandRoads (Kabeltonne, Long-term Ecological Research Helgoland Roads) * BASIS: Marine Station Helgoland (URI: https://www.awi.de/en/about-us/sites/helgoland.html) * METHOD/DEVICE: Monitoring (MON)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE
	DEPTH, water [m] (Depth water) * GEOCODE
	Temperature, water [°C] (Temp) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Mercury thermometer, in situ
	Salinity (Sal) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Salinometer, inductive * COMMENT: PSU
	Bacteria, marine, cultivable [#/ml] (Bact mar culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Bacteria, freshwater, cultivable [#/ml] (Bact fw culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Yeasts [#/l] (Yeasts) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Oxygen [µmol/l] (O2) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91)
	Biological oxygen demand [µmol/l] (BOD) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91) * COMMENT: 14 days; with nutrient addition
	Biological oxygen demand [µmol/l] (BOD) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91) * COMMENT: 14 days; without nutrient addition
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	710 data points
*/
Date/Time	Depth water [m]	Temp [°C] (Mercury thermometer, in situ)	Sal (PSU, Salinometer, inductive)	Bact mar culti [#/ml] (Plate counts)	Bact fw culti [#/ml] (Plate counts)	Yeasts [#/l] (Plate counts)	O2 [µmol/l] (Oxygen, Winkler (Culberson, 1...)	BOD [µmol/l] (14 days; with nutrient additi...)	BOD [µmol/l] (14 days; without nutrient add...)
1969-01-03T08:25	1	5.3	32.60	310	66				
1969-01-05T09:00	1	11.5	31.70	1010	57	32	267.5	178.2	295.65
1969-01-06T08:40	1	4.8	32.70	244	60	8	320.6	74.1	190.70
1969-01-08T08:40	1	4.3	32.80	193	70				
1969-01-12T09:00	1	4.5	32.90	115	67				
1969-01-13T09:00	1	4.5	32.90	184	48	16	316.6	88.9	179.09
1969-01-15T08:50	1	4.5	33.00	184	60				
1969-01-17T08:30	1	4.6	33.10	129	44				
1969-01-20T08:45	1	4.6	33.10	141	48		322.8	84.0	171.05
1969-01-22T08:45	1	4.7	33.00	167	33	16			
1969-01-24T08:20	1	4.7	33.00	246	43				
1969-01-27T08:25	1	4.7	33.00	110	24		289.1	75.0	107.63
1969-01-31T09:00	1	4.6	32.90	420	67				
1969-02-03T08:40	1	4.2	32.70	337	149	260	327.5	100.5	269.75
1969-02-05T08:25	1	4.0	32.50	153	106				
1969-02-07T08:30	1	4.0	32.60	149	74				
1969-02-10T08:50	1	3.5	32.50	243	93	21	337.5	101.4	233.57
1969-02-12T09:00	1	2.4	31.80	327	191				
1969-02-14T08:30	1	2.7	32.20	259	202				
1969-02-17T08:45	1	1.9	31.00	1430	421	71	353.8	111.2	219.73
1969-02-19T08:45	1	1.9	31.50	431	171				
1969-02-21T08:35	1	2.2	31.60	352	355				
1969-02-24T09:00	1	2.7	32.40	443	205	53			
1969-02-26T08:55	1	2.2	32.00	1230	407		325.0	69.2	185.34
1969-02-28T08:20	1	2.5	32.40	1110	234				
1969-03-05T08:25	1	2.5	33.30	720	130				
1969-03-10T08:25	1	2.7	32.90	1390	155		310.0	78.6	154.97
1969-03-12T08:30	1	2.3	31.80	2140	356				
1969-03-20T10:10	1	1.9	33.50	840	141	21			
1969-03-21T09:00	1	1.8	34.00	930	152				
1969-03-24T08:40	1	1.8	32.60	1530	1300				
1969-03-26T08:40	1	1.6	31.60	2090	1470	68			
1969-03-28T08:50	1	1.7	31.00	2530	1450				
1969-03-31T08:30	1	2.2	32.70	1130	257	32	337.5	107.6	151.84
1969-04-02T08:30	1	2.3	33.00	1030	194				
1969-04-09T08:15	1	3.3	30.50	2700	301	101			
1969-04-11T08:45	1	3.5	30.70	2240	1380				
1969-04-14T08:45	1	3.1	32.40	1210	245	76	334.7	92.0	
1969-04-16T08:40	1	3.4	32.00	1810	212				
1969-04-18T08:45	1	4.2	29.70	2320	1040				
1969-04-21T08:40	1	5.3	28.50	3820	386		335.0	135.8	218.39
1969-04-23T08:35	1	3.9	31.80	1120	244	74			
1969-04-25T08:40	1	5.3	29.60	2850	1450				
1969-04-28T08:30	1	6.1	28.90	2790	820				
1969-04-30T08:40	1	6.1	30.50	2720	184	96	354.1	154.1	180.87
1969-05-02T09:00	1	5.4	32.10	1780	175				
1969-05-05T09:00	1	4.9	32.50	242	129		384.1	157.6	193.38
1969-05-07T08:35	1	5.6	32.00	2120	159	156			
1969-05-09T08:45	1	6.9	30.10	4420	253				
1969-05-12T08:20	1	6.6	32.40	3060	73		390.9	148.3	126.83
1969-05-14T08:40	1	6.8	32.30	850	47	12			
1969-05-16T08:25	1	7.1	32.20	1270	62				
1969-05-19T09:00	1	7.4	31.70	2930	126		345.0	97.4	113.88
1969-05-21T08:50	1	8.2	31.60	1920	119	21			
1969-05-23T08:55	1	9.4	29.80	2090	119				
1969-05-28T08:50	1	9.7	31.40	1840	106	237	317.5	114.8	139.34
1969-05-30T09:00	1	8.6		1470	84				
1969-06-02T08:45	1	9.8	30.70	1300	98				
1969-06-04T07:45	1	9.4	30.90	1370	241		309.7	108.1	183.11
1969-06-06T08:40	1	11.0	29.50	2000	164				
1969-06-09T08:45	1	11.6	29.40	1710	95		328.1	137.6	158.54
1969-06-11T09:10	1	12.2	29.30	1550	79	14			
1969-06-13T08:55	1	14.3	28.70	2760	84				
1969-06-16T10:00	1	14.3	29.60	2060	82		365.6	130.4	130.85
1969-06-18T08:50	1	13.1	30.00	2190	37	365			
1969-06-20T08:30	1	12.8	31.00	1440	108				
1969-06-23T08:50	1	13.3	31.20	1380	45		292.2	74.6	108.97
1969-06-25T09:00	1	13.1	31.70	1230	224	25			
1969-06-27T09:15	1	14.2	30.70	1570	85	10			
1969-06-30T08:45	1	12.7	31.70	1150	57	14	269.1	100.0	102.72
1969-07-02T09:00	1	12.7	31.20	870	45	22			
1969-07-04T08:45	1	14.3	30.90	1010	62				
1969-07-07T09:00	1	15.7	29.90	1100	81		292.8	134.0	147.38
1969-07-09T09:15	1	13.2	31.30	1570	165	48			
1969-07-11T08:45	1	14.4	31.20	214	149				
1969-07-14T08:50	1	15.1	31.00	181	54		292.5	124.2	123.71
1969-07-16T09:00	1	16.0	30.70	1010	94	12			
1969-07-18T09:10	1	15.8	30.80	1720	172				
1969-07-21T09:15	1	16.4	29.70	1200	96		290.6	148.7	166.14
1969-07-23T08:40	1	16.8	30.40	367	68	8			
1969-07-25T08:50	1	16.7	30.00	1660	71				
1969-07-30T09:15	1	17.2	30.70	50	27	20	245.3	116.1	120.14
1969-08-01T08:30	1	16.8	30.80	1600	96				
1969-08-04T09:20	1	16.8	31.40	910	118		221.2	113.4	119.24
1969-08-06T09:15	1	18.6	30.30	1760	34	6			
1969-08-08T08:40	1	18.8	30.10	1050	64				
1969-08-11T09:15	1	16.9	31.90	670	14		246.9	110.3	159.88
1969-08-13T08:05	1	16.7	32.40	246	98	148			
1969-08-15T09:30	1	16.1	32.50	320	104				
1969-08-18T09:15	1	16.3	32.40	1270	790		233.8	61.6	116.12
1969-08-20T09:40	1	16.8	32.30	1320	55	20			
1969-08-22T09:10	1	15.9	32.00	1230	16				
1969-08-25T09:00	1	16.3	32.00	810	14		245.9	117.5	176.41
1969-08-27T08:55	1	16.5	32.20	1960	78	42			
1969-08-29T08:40	1	16.8	32.50	1470	120				
1969-09-01T09:00	1	16.6	32.40	2110	143		229.1	49.6	163.46
1969-09-03T09:15	1	16.5	32.20	1980	203	16			
1969-09-05T09:05	1	16.8	32.30	315	34				
1969-09-08T09:00	1	16.8	31.20	470	32		303.8	214.8	208.12
1969-09-10T09:20	1	16.5	31.40	239	21	76			
1969-09-15T09:05	1	17.3	32.20	241	38		232.5	131.3	142.91
1969-09-17T09:05	1	17.4	31.00	235	29				
1969-09-19T08:50	1	16.2	32.00	368	20				
1969-09-24T08:55	1	16.0	31.90	303	147		247.2	80.8	158.10
1969-09-26T09:05	1	16.1	31.80	1180	80	60			
1969-09-29T09:00	1	15.1	31.80	3150	166		237.5	73.2	157.65
1969-10-03T08:55	1	14.1	31.20	580	95	22			
1969-10-06T09:20	1	14.3	31.30	1670	127		245.6	68.3	154.52
1969-10-10T08:30	1	14.9	31.60	2050	93	50			
1969-10-13T08:50	1	14.3	31.40	1410	116		230.3	85.7	217.49
1969-10-15T08:35	1	14.7	31.90	980	70	13			
1969-10-17T09:00	1	14.7	32.10	1010	104				
1969-10-20T08:45	1	14.0		700	42		230.0	99.1	171.05
1969-10-22T08:35	1	14.2	32.40	256	44	28			
1969-10-24T08:55	1	14.2	32.50	227	25				
1969-10-27T09:50	1	13.8	32.30	910	166		252.5	101.4	182.66
1969-10-29T09:05	1	13.4	32.20	436	104	118			
1969-11-07T09:10	1	11.7	31.30	82	21				
1969-11-12T08:25	1	11.0	31.40	750	109	69	266.9	112.5	330.48
1969-11-14T09:05	1	10.6	31.80	252	52				
1969-11-21T09:30	1	9.5	32.20	130	48				
1969-11-24T09:15	1	9.4	32.20	169	57		274.4	88.9	142.91
1969-11-26T09:30	1	8.9	32.40	150	88				
1969-11-28T09:30	1	9.0	32.50	188	56				
1969-12-01T09:10	1	7.4	32.44	179	109		282.8	137.6	381.40
1969-12-03T09:30	1	8.1	32.57	192	160	21			
1969-12-05T09:25	1	7.4	32.40	970	191				
1969-12-08T09:00	1	7.2	32.64	820	67		281.6	83.5	318.87
1969-12-10T09:50	1	7.2	32.90	550	113	6			
1969-12-12T09:40	1	7.2	33.40	214	110				
1969-12-17T09:00	1	6.5	33.90	281	113	189			
1969-12-23T09:40	1	5.1	33.90	211	146	4	302.5		
1969-12-29T09:35	1	4.5	33.10	85	35	1	322.8		
