/* DATA DESCRIPTION:
Citation:	Gerdts, Gunnar (2010): Bacteria at time series station Helgoland Roads, North Sea, in 1982 [dataset]. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.743138, 
	In: Gerdts, Gunnar (2024): Bacteria at time series station Helgoland Roads, North Sea from 1962 to 2002 [dataset publication series]. Alfred Wegener Institute - Biological Institute Helgoland, PANGAEA, https://doi.org/10.1594/PANGAEA.959956
Project(s):	Macrobenthic long-term series in the German Bight (LTER_Benthos) (URI: https://www.awi.de/en/science/long-term-observations/biology/north-sea.html)
	Shelf Seas Systems Ecology @ AWI (former Biologische Anstalt Helgoland) (BAH) (URI: https://www.awi.de/en/science/biosciences/shelf-sea-system-ecology.html)
Coverage:	LATITUDE: 54.188330 * LONGITUDE: 7.900000
	DATE/TIME START: 1982-01-07T09:25:00 * DATE/TIME END: 1982-12-29T08:40:00
	MINIMUM DEPTH, water: 1 m * MAXIMUM DEPTH, water: 1 m
Event(s):	HelgolandRoads1982 (Kabeltonne) * LATITUDE: 54.188330 * LONGITUDE: 7.900000 * DATE/TIME START: 1982-01-01T00:00:00 * DATE/TIME END: 1982-12-31T23:59:00 * ELEVATION: -10.0 m * DEIMS ID: https://deims.org/1e96ef9b-0915-4661-849f-b3a72f5aa9b1 * O2A Registry URI: https://registry.o2a-data.de/items/8674 * LOCATION: German Bight, North Sea * CAMPAIGN: LTER_HelgolandRoads (Kabeltonne, Long-term Ecological Research Helgoland Roads) * BASIS: Marine Station Helgoland (URI: https://www.awi.de/en/about-us/sites/helgoland.html) * METHOD/DEVICE: Monitoring (MON)
Parameter(s):	DATE/TIME (Date/Time) * GEOCODE
	DEPTH, water [m] (Depth water) * GEOCODE
	Temperature, water [°C] (Temp) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Mercury thermometer, in situ
	Salinity (Sal) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Salinometer, inductive * COMMENT: PSU
	Bacteria, marine, cultivable [#/ml] (Bact mar culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Bacteria, freshwater, cultivable [#/ml] (Bact fw culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Bacteria, marine, cultivable [#/ml] (Bact mar culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts * COMMENT: Neuston
	Bacteria, freshwater, cultivable [#/ml] (Bact fw culti) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts * COMMENT: Neuston
	Yeasts [#/l] (Yeasts) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Plate counts
	Bacteria, oil degrading [#/ml] (Bact oil deg) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Most probable number method (MPN), based on serial dilutions (URI: https://en.wikipedia.org/wiki/Most_probable_number)
	Oxygen [µmol/l] (O2) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91)
	Biological oxygen demand [µmol/l] (BOD) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91) * COMMENT: 14 days; with nutrient addition
	Biological oxygen demand [µmol/l] (BOD) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * METHOD/DEVICE: Oxygen, Winkler (Culberson, 1991, WOCE Report 68/91) * COMMENT: 14 days; without nutrient addition
	Surface tension [dyn/cm**2] (Surf tens) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * COMMENT: Neuston
	Surface tension [dyn/cm**2] (Surf tens) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html)
	Carbon, organic, total [mg/l] (TOC) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html) * COMMENT: Neuston
	Carbon, organic, total [mg/l] (TOC) * PI: Gerdts, Gunnar (https://orcid.org/0000-0003-0872-3927, Gunnar.Gerdts@awi.de, https://www.awi.de/en/about-us/organisation/staff/single-view/gunnar-gerdts.html)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	715 data points
*/
Date/Time	Depth water [m]	Temp [°C] (Mercury thermometer, in situ)	Sal (PSU, Salinometer, inductive)	Bact mar culti [#/ml] (Plate counts)	Bact fw culti [#/ml] (Plate counts)	Bact mar culti [#/ml] (Neuston, Plate counts)	Bact fw culti [#/ml] (Neuston, Plate counts)	Yeasts [#/l] (Plate counts)	Bact oil deg [#/ml] (Most probable number method (...)	O2 [µmol/l] (Oxygen, Winkler (Culberson, 1...)	BOD [µmol/l] (14 days; with nutrient additi...)	BOD [µmol/l] (14 days; without nutrient add...)	Surf tens [dyn/cm**2] (Neuston)	Surf tens [dyn/cm**2]	TOC [mg/l] (Neuston)	TOC [mg/l]
1982-01-07T09:25	1	2.4	30.66	684	564	1446	1056	80	8	343.8	138.4	415.3	10.2	11.4	41.80	5.27
1982-01-13T09:25	1	2.7	31.82	644	496	664	726	72	12	309.4	165.2	339.4	11.6	11.1	38.30	4.23
1982-01-20T09:15	1	2.2	31.69	526	210	738	600	93	1	290.6	125.0	290.3	7.5	13.5	38.10	7.49
1982-01-27T09:15	1	3.0	32.71	109	89	514	490	140	43	287.5	67.0	71.5	0.8	3.8	30.40	5.06
1982-02-03T09:20	1	1.9	31.82	594	388	1035	852	62	21	281.2	67.0	375.1	3.9	6.4	6.67	5.07
1982-02-10T09:05	1	2.6	32.45	132	290	1554	1534	42	2	268.8	80.4	169.7	14.5	11.6	28.70	4.66
1982-02-17T09:00	1	2.2	31.39	62	952	856	1150	126	8	293.8	93.8	223.3	4.4	8.2	50.70	5.00
1982-02-24T09:30	1	2.1	32.26					20	12	309.4	107.2	151.8	7.0	1.7	61.20	4.80
1982-03-03T08:50	1	2.7	32.38					240	29	290.6	89.3	299.2	3.4	2.4	17.80	3.96
1982-03-10T09:00	1	2.7	32.49	8	3	291	72	36	1	281.2	75.9	80.4	17.3	0.7	24.40	4.27
1982-03-17T09:20	1	3.3	32.56	19	8	979	174	17	1	290.6	156.3	160.8	12.3	3.3	28.40	3.68
1982-03-31T09:15	1	4.1	30.29	74	26	87	82	150	2	309.4	98.3	174.2	13.7	8.1	8.35	4.06
1982-04-07T07:50	1	4.5	31.58	33	6	374	152	19	75	278.1	84.9	178.6	14.6	3.0	5.45	2.39
1982-04-14T07:30	1	5.3	28.69	3880	940	4740	1460	90	9	328.1	142.9	147.4	7.0	1.7	5.27	2.47
1982-04-21T07:45	1	6.7	27.88	2260	472	570	642	24	4	400.0	263.5	357.3	13.4	0.7	9.98	2.85
1982-04-28T07:45	1	6.4	28.83	56	256	61	1102	18	4	350.0	187.6	263.5	9.8	1.9	5.63	2.47
1982-05-04T08:10	1	6.8	29.14	3288	392	3042	1284	84	29	300.0	111.6	116.1	16.2	5.3	7.00	3.57
1982-05-12T07:45	1	7.0	29.60	3500	668	4580	1322	112	120	312.5	120.6	232.2	5.0	0.6	34.50	4.04
1982-05-19T05:40	1	9.4	27.91	2440	426	1294	458	3	4	321.9	151.8	178.6	8.5	0.9	22.20	5.01
1982-05-28T07:40	1	9.1	31.10	1564	142	7126	8708	20	23	256.2	107.2	196.5	35.5	4.9	36.40	3.00
1982-06-02T07:50	1	11.5	30.57	2394	214	1006	190	16	1	287.5	134.0	178.6	14.5	3.5	9.37	3.00
1982-06-08T07:45	1	12.5	30.27	6900	1332	8800	2046	550	9	275.0	129.5	214.4	8.4	6.1	25.30	3.82
1982-06-16T07:30	1	12.6	29.97	5360	528	4180	420	110	2	237.5	129.5	201.0	7.2	9.3	5.95	3.59
1982-06-23T07:20	1	13.1	29.65	215	356	1114	298		1	237.5	138.4	218.8	9.9	1.0	7.51	4.22
1982-06-30T07:55	1	13.2	31.10	1376	78	1122	355	1000	2	271.9	236.7	330.5	11.6	9.5	5.95	4.54
1982-07-07T08:00	1	14.2	31.04	9720	1020	9800	882	1000	2	262.5	187.6	259.0	7.7	10.3	28.40	4.32
1982-07-14T07:30	1	17.3	29.62	4700	1850	97	810	200		275.0	250.1	285.8	15.2	12.1	9.61	
1982-07-21T07:30	1	16.5	30.63	2854	1192	1486	490	280		234.4	183.1	187.6	9.5	3.2	5.98	4.38
1982-07-28T07:30	1	17.6	30.09	1268	140	834	118	80		243.8	196.5	187.6	17.8	14.4	49.70	4.58
1982-08-04T07:30	1	18.0	30.77	2277	374	258	78	80	2	243.8	272.4	312.6	12.1	10.9	50.90	5.39
1982-08-11T07:25	1	15.9	31.78	846	62	288	66	12	2	196.9	129.5	192.0	11.2	9.0	41.30	4.27
1982-08-18T07:35	1	17.1	31.77	9920	810	8180	990	160	8	231.2	129.5	227.8	8.5	8.5	6.50	4.50
1982-08-25T07:20	1	16.6	31.69	10940	1302	9260	1124	810	4	240.6	111.6	151.8	5.9	1.8	11.20	3.91
1982-09-01T07:30	1	16.7	31.71	23360	1364	15660	1672	16	43	243.8	125.0	187.6	8.4	3.4	33.20	4.54
1982-09-09T08:25	1	16.6	31.82	3680	430	5530	534	2	15	250.0	111.6	169.7	10.4	9.6	7.58	4.58
1982-09-15T07:25	1	16.6	31.85	3820	578	2920	938	43	150	231.2			9.0	8.5	5.23	4.18
1982-09-22T07:35	1	16.4	32.15	584	426	5020	3000	50	8	234.4			14.2	2.7		
1982-09-29T08:40	1	16.3	32.44	326	190	2078	2462	7	2	237.5			21.5	8.4	5.84	3.77
1982-10-06T08:30	1	15.6	32.65	616	375	10940	1990	10	3				14.3	5.6	19.70	3.67
1982-10-13T08:15	1	14.9	32.68	178	55	1286	522	23	9				18.8	1.9		
1982-10-27T08:30	1	13.5	32.80	416	318	152	129	1	1				13.6	1.4	58.70	4.19
1982-11-03T07:50	1	13.3	32.81	141	90	157	107	70	4				13.3	9.6	46.80	4.83
1982-11-09T08:50	1	12.3	33.54	126	163	281	222	100	75	296.9	125.0	98.3	19.9	0.8	24.80	3.84
1982-11-18T09:00	1	11.2	33.43	926	442	1120	844	520	9	278.1	98.3	241.2	6.2	6.8	1.78	1.28
1982-11-24T09:00	1	10.2	33.27	123	136	7500	3176	40	9	296.9	129.5	263.5	10.0	6.0	93.20	4.73
1982-12-01T09:25	1	9.3	33.14	189	94	213	116	10	1	287.5	129.5	250.1	12.8	4.7	162.00	4.72
1982-12-08T10:50	1	8.5	33.03	556	186	536	260	50	2	303.1	125.0	209.9	13.4	2.9	103.80	4.46
1982-12-17T08:35	1	7.2	32.87	1594	946	1858	1072	48	21	265.6	98.3	84.9	7.3	5.6	72.80	5.29
1982-12-22T08:50	1	6.8	32.68	934	350	1432	756	12	2	284.4	84.9	263.5	2.7	2.1	27.70	5.16
1982-12-29T08:40	1	6.4	32.70	1836	878	1876	840	220	21	343.8	138.4	379.6	4.8	2.0	28.20	5.23
